"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]"
"Helsinki Kumpula","2021","5","11","13:00","23","23.8","22.2","37","3","4"
"Helsinki Kumpula","2021","5","11","14:00","22.6","23.8","21.2","38","3.5","5.1"
"Helsinki Kumpula","2021","5","11","15:00","21","21.5","20.6","40","4.1","4.8"
"Helsinki Kumpula","2021","5","11","16:00","20.8","21.4","20.4","40","3.6","4.2"
"Helsinki Kumpula","2021","5","11","17:00","19.7","20.4","19.2","43","2.5","3.1"
"Helsinki Kumpula","2021","5","11","18:00","18.3","19.2","17","47","3","3.5"
"Helsinki Kumpula","2021","5","11","19:00","16.7","17","16.4","52","3.2","4.6"
"Helsinki Kumpula","2021","5","11","20:00","15.9","16.5","15.2","53","4","4.8"
"Helsinki Kumpula","2021","5","11","21:00","14.8","15.3","14.3","58","4.3","5"
"Helsinki Kumpula","2021","5","11","22:00","14.2","15","13.8","58","4.1","5"
"Helsinki Kumpula","2021","5","11","23:00","15.6","15.9","15.1","51","4.7","5.3"
"Helsinki Kumpula","2021","5","12","00:00","15.6","16.1","15","49","4.3","5.5"
"Helsinki Kumpula","2021","5","12","01:00","14.4","15","13.6","52","3.7","4.2"
"Helsinki Kumpula","2021","5","12","02:00","13.1","13.7","12.6","56","3.5","4.7"
"Helsinki Kumpula","2021","5","12","03:00","12.4","12.8","12.1","59","2.6","3"
"Helsinki Kumpula","2021","5","12","04:00","13.7","15","12.6","54","2.7","3.1"
"Helsinki Kumpula","2021","5","12","05:00","15.5","16.2","14.9","46","3","3.8"
"Helsinki Kumpula","2021","5","12","06:00","15.5","16.3","15.1","46","3.7","4.6"
"Helsinki Kumpula","2021","5","12","07:00","17.5","18.1","16.4","39","3.5","5.7"
"Helsinki Kumpula","2021","5","12","08:00","16.9","17.9","16.1","42","3.9","5.8"
"Helsinki Kumpula","2021","5","12","09:00","17.9","19.2","17.2","40","4.2","5.5"
"Helsinki Kumpula","2021","5","12","10:00","20.2","21.1","19.4","34","3.8","4.9"
"Helsinki Kumpula","2021","5","12","11:00","20.6","21","20","33","5.3","6.9"
"Helsinki Kumpula","2021","5","12","12:00","20.6","21.1","20.2","33","4.9","5.7"
"Helsinki Kumpula","2021","5","12","13:00","20.6","21","20.1","34","4.2","5.7"
"Helsinki Kumpula","2021","5","12","14:00","20.4","20.9","19.9","36","4","4.6"
"Helsinki Kumpula","2021","5","12","15:00","20.1","20.9","19.4","38","4","4.8"
"Helsinki Kumpula","2021","5","12","16:00","19.5","19.8","19.3","40","4.3","5.1"
"Helsinki Kumpula","2021","5","12","17:00","19","20.1","17.1","43","4.4","5.1"
"Helsinki Kumpula","2021","5","12","18:00","16.5","17.2","16.2","49","4.5","5.8"
"Helsinki Kumpula","2021","5","12","19:00","16.3","16.5","16","48","4.3","5.6"
"Helsinki Kumpula","2021","5","12","20:00","15.9","16.1","15.7","49","4.2","4.6"
"Helsinki Kumpula","2021","5","12","21:00","15.2","15.7","14.8","53","3.8","4.2"
"Helsinki Kumpula","2021","5","12","22:00","14.5","14.8","14.2","56","4.2","4.3"
"Helsinki Kumpula","2021","5","12","23:00","14","14.2","13.7","60","4.3","4.8"
"Helsinki Kumpula","2021","5","13","00:00","13.5","13.8","13.3","64","4","4.8"
"Helsinki Kumpula","2021","5","13","01:00","13","13.2","12.8","66","3.2","3.7"
"Helsinki Kumpula","2021","5","13","02:00","12.9","13.1","12.8","67","3.4","3.7"
"Helsinki Kumpula","2021","5","13","03:00","12.5","13.1","11.5","69","2.7","3.5"
"Helsinki Kumpula","2021","5","13","04:00","13.8","14.4","13.1","63","2.7","3.1"
"Helsinki Kumpula","2021","5","13","05:00","15.3","16.5","14.4","58","2.3","3"
"Helsinki Kumpula","2021","5","13","06:00","17.7","18.9","16.6","51","2","2.5"
"Helsinki Kumpula","2021","5","13","07:00","19.8","21.6","19","46","2.5","3.1"
"Helsinki Kumpula","2021","5","13","08:00","22.4","23.5","21.6","39","3.8","4.5"
"Helsinki Kumpula","2021","5","13","09:00","23.4","24.7","18.9","36","6.3","8.1"
"Helsinki Kumpula","2021","5","13","10:00","20.1","21.7","18.8","45","6.5","7.5"
"Helsinki Kumpula","2021","5","13","11:00","21.7","22.3","21","40","6.6","7.9"
"Helsinki Kumpula","2021","5","13","12:00","21.5","22.2","21","42","5.5","6.5"
"Helsinki Kumpula","2021","5","13","13:00","22.6","23.5","21.7","41","5.5","6.4"
"Helsinki Kumpula","2021","5","13","14:00","22.8","23.3","22.3","40","6.9","7.9"
"Helsinki Kumpula","2021","5","13","15:00","22.1","22.6","21.5","44","7.3","7.8"
"Helsinki Kumpula","2021","5","13","16:00","20.4","21.6","19.4","49","6.2","7.2"
"Helsinki Kumpula","2021","5","13","17:00","19.4","19.6","19.2","51","5.9","7.3"
"Helsinki Kumpula","2021","5","13","18:00","17.9","19.2","17","52","5.4","7.1"
"Helsinki Kumpula","2021","5","13","19:00","15.6","16.9","14.8","58","3.9","4.9"
"Helsinki Kumpula","2021","5","13","20:00","14.3","14.7","13.8","60","2.9","3.3"
"Helsinki Kumpula","2021","5","13","21:00","14","14.2","13.6","59","2.3","3"
"Helsinki Kumpula","2021","5","13","22:00","12.4","13.5","11.3","66","1.5","2.1"
"Helsinki Kumpula","2021","5","13","23:00","10.9","11.3","10.5","73","1.7","1.9"
"Helsinki Kumpula","2021","5","14","00:00","10.2","10.5","9.8","77","1.8","1.9"
"Helsinki Kumpula","2021","5","14","01:00","9.8","10.4","9.4","79","1.9","2.3"
"Helsinki Kumpula","2021","5","14","02:00","10","10.8","8.9","81","3.2","4.6"
"Helsinki Kumpula","2021","5","14","03:00","11","11.7","10.4","74","2.2","2.6"
"Helsinki Kumpula","2021","5","14","04:00","11.8","12.5","11.5","71","3.7","4.9"
"Helsinki Kumpula","2021","5","14","05:00","13.4","14.3","12.5","64","3","3.5"
"Helsinki Kumpula","2021","5","14","06:00","13.5","14.1","13.1","66","2","3.3"
"Helsinki Kumpula","2021","5","14","07:00","13.9","14.4","13.5","67","2.6","4.6"
"Helsinki Kumpula","2021","5","14","08:00","15","16","14.3","63","3.7","5.3"
"Helsinki Kumpula","2021","5","14","09:00","14","15","13.7","68","4.6","5.7"
"Helsinki Kumpula","2021","5","14","10:00","15.2","15.7","14","64","5.7","7.3"
"Helsinki Kumpula","2021","5","14","11:00","15.9","16.2","15.4","62","6.8","8.2"
"Helsinki Kumpula","2021","5","14","12:00","16.1","16.7","15.5","59","7","8.5"
"Helsinki Kumpula","2021","5","14","13:00","16.7","17.3","16.1","54","6.8","8.6"
"Helsinki Kumpula","2021","5","14","14:00","16.7","17.1","16.3","53","8.4","10.4"
"Helsinki Kumpula","2021","5","14","15:00","16.7","17.1","16.4","51","8","10.5"
"Helsinki Kumpula","2021","5","14","16:00","15.3","16.3","14.6","57","8.2","8.9"
"Helsinki Kumpula","2021","5","14","17:00","14.5","14.7","14.4","61","7.2","8.5"
"Helsinki Kumpula","2021","5","14","18:00","14.6","14.8","14.3","60","5.1","7"
"Helsinki Kumpula","2021","5","14","19:00","14.4","14.5","14.1","63","2.7","3.7"
"Helsinki Kumpula","2021","5","14","20:00","14.1","14.4","13.6","66","3.4","4.2"
"Helsinki Kumpula","2021","5","14","21:00","12.9","13.6","12.6","72","3.3","4.4"
"Helsinki Kumpula","2021","5","14","22:00","12.1","12.6","11.9","76","3","3.7"
"Helsinki Kumpula","2021","5","14","23:00","12.4","12.6","12.2","77","3.4","4.2"
"Helsinki Kumpula","2021","5","15","00:00","12.5","12.7","12.3","77","3.5","4.6"
"Helsinki Kumpula","2021","5","15","01:00","12.2","12.5","12","83","3.1","3.7"
"Helsinki Kumpula","2021","5","15","02:00","11.8","12.1","11.4","84","3.9","4.6"
"Helsinki Kumpula","2021","5","15","03:00","11.3","11.8","11.1","86","3","4.5"
"Helsinki Kumpula","2021","5","15","04:00","12.2","12.6","11.8","84","3.5","4.9"
"Helsinki Kumpula","2021","5","15","05:00","12.8","13","12.5","85","3.9","6.2"
"Helsinki Kumpula","2021","5","15","06:00","13.1","13.6","12.6","84","4.7","6.7"
"Helsinki Kumpula","2021","5","15","07:00","13.3","13.6","12.8","84","5.2","6.7"
"Helsinki Kumpula","2021","5","15","08:00","13.1","13.5","12.8","87","5.3","6.1"
"Helsinki Kumpula","2021","5","15","09:00","13.3","14.1","12.8","83","4.6","5.8"
"Helsinki Kumpula","2021","5","15","10:00","15","15.9","13.9","77","4.8","6.2"
"Helsinki Kumpula","2021","5","15","11:00","17","18.5","15.7","68","4.6","5.2"
"Helsinki Kumpula","2021","5","15","12:00","18.6","19.1","18","61","4.7","5.7"
"Helsinki Kumpula","2021","5","15","13:00","17.7","18.8","16.9","62","4.3","5.5"
"Helsinki Kumpula","2021","5","15","14:00","17.1","17.5","16.8","64","2.5","3.6"
"Helsinki Kumpula","2021","5","15","15:00","17.7","18","17.3","60","2.1","3.2"
"Helsinki Kumpula","2021","5","15","16:00","16.3","17.3","15.4","67","1.7","2.8"
"Helsinki Kumpula","2021","5","15","17:00","16.7","17.4","16.1","64","1.5","2.9"
"Helsinki Kumpula","2021","5","15","18:00","15.6","16.1","15","69","2.3","3.2"
"Helsinki Kumpula","2021","5","15","19:00","13.7","15","13","81","2.9","4"
"Helsinki Kumpula","2021","5","15","20:00","13.2","13.6","12.9","87","3.2","3.4"
