"Observation station","Year","Month","Day","Time [Local time]","Average temperature [°C]","Average relative humidity [%]"
"Helsinki Kumpula","2021","1","1","00:00","-0.3","99"
"Helsinki Kumpula","2021","1","1","01:00","-0.3","99"
"Helsinki Kumpula","2021","1","1","02:00","-0.2","99"
"Helsinki Kumpula","2021","1","1","03:00","0.2","100"
"Helsinki Kumpula","2021","1","1","04:00","0.8","100"
"Helsinki Kumpula","2021","1","1","05:00","0.7","99"
"Helsinki Kumpula","2021","1","1","06:00","1.2","99"
"Helsinki Kumpula","2021","1","1","07:00","2.2","99"
"Helsinki Kumpula","2021","1","1","08:00","2.7","99"
"Helsinki Kumpula","2021","1","1","09:00","2.8","99"
"Helsinki Kumpula","2021","1","1","10:00","2.7","97"
"Helsinki Kumpula","2021","1","1","11:00","2.9","95"
"Helsinki Kumpula","2021","1","1","12:00","3.2","93"
"Helsinki Kumpula","2021","1","1","13:00","3.2","89"
"Helsinki Kumpula","2021","1","1","14:00","3","89"
"Helsinki Kumpula","2021","1","1","15:00","2.8","89"
"Helsinki Kumpula","2021","1","1","16:00","2.5","88"
"Helsinki Kumpula","2021","1","1","17:00","2.1","88"
"Helsinki Kumpula","2021","1","1","18:00","2","88"
"Helsinki Kumpula","2021","1","1","19:00","1.4","90"
"Helsinki Kumpula","2021","1","1","20:00","1","93"
"Helsinki Kumpula","2021","1","1","21:00","0.9","95"
"Helsinki Kumpula","2021","1","1","22:00","1.2","94"
"Helsinki Kumpula","2021","1","1","23:00","1.3","94"
"Helsinki Kumpula","2021","1","2","00:00","0.9","96"
"Helsinki Kumpula","2021","1","2","01:00","0.7","97"
"Helsinki Kumpula","2021","1","2","02:00","0.6","98"
"Helsinki Kumpula","2021","1","2","03:00","0.6","97"
"Helsinki Kumpula","2021","1","2","04:00","0.8","93"
"Helsinki Kumpula","2021","1","2","05:00","0.6","91"
"Helsinki Kumpula","2021","1","2","06:00","0.6","90"
"Helsinki Kumpula","2021","1","2","07:00","0.7","87"
"Helsinki Kumpula","2021","1","2","08:00","0.6","88"
"Helsinki Kumpula","2021","1","2","09:00","0.5","89"
"Helsinki Kumpula","2021","1","2","10:00","0.4","90"
"Helsinki Kumpula","2021","1","2","11:00","0.3","85"
"Helsinki Kumpula","2021","1","2","12:00","0.3","83"
"Helsinki Kumpula","2021","1","2","13:00","0.1","89"
"Helsinki Kumpula","2021","1","2","14:00","-0.3","91"
"Helsinki Kumpula","2021","1","2","15:00","-0.7","91"
"Helsinki Kumpula","2021","1","2","16:00","-1","94"
"Helsinki Kumpula","2021","1","2","17:00","-1.2","95"
"Helsinki Kumpula","2021","1","2","18:00","-1.3","95"
"Helsinki Kumpula","2021","1","2","19:00","-1.4","95"
"Helsinki Kumpula","2021","1","2","20:00","-1.5","96"
"Helsinki Kumpula","2021","1","2","21:00","-1.5","96"
"Helsinki Kumpula","2021","1","2","22:00","-1.6","96"
"Helsinki Kumpula","2021","1","2","23:00","-1.7","96"
"Helsinki Kumpula","2021","1","3","00:00","-1.9","95"
"Helsinki Kumpula","2021","1","3","01:00","-2","94"
"Helsinki Kumpula","2021","1","3","02:00","-2.3","94"
"Helsinki Kumpula","2021","1","3","03:00","-2.4","94"
"Helsinki Kumpula","2021","1","3","04:00","-2.6","94"
"Helsinki Kumpula","2021","1","3","05:00","-2.7","94"
"Helsinki Kumpula","2021","1","3","06:00","-2.9","93"
"Helsinki Kumpula","2021","1","3","07:00","-2.9","93"
"Helsinki Kumpula","2021","1","3","08:00","-2.9","93"
"Helsinki Kumpula","2021","1","3","09:00","-3","94"
"Helsinki Kumpula","2021","1","3","10:00","-3","93"
"Helsinki Kumpula","2021","1","3","11:00","-3","93"
"Helsinki Kumpula","2021","1","3","12:00","-2.8","93"
"Helsinki Kumpula","2021","1","3","13:00","-2.7","92"
"Helsinki Kumpula","2021","1","3","14:00","-2.7","91"
"Helsinki Kumpula","2021","1","3","15:00","-2.8","91"
"Helsinki Kumpula","2021","1","3","16:00","-2.8","91"
"Helsinki Kumpula","2021","1","3","17:00","-2.9","91"
"Helsinki Kumpula","2021","1","3","18:00","-3","90"
"Helsinki Kumpula","2021","1","3","19:00","-3.2","90"
"Helsinki Kumpula","2021","1","3","20:00","-3.5","91"
"Helsinki Kumpula","2021","1","3","21:00","-3.1","90"
"Helsinki Kumpula","2021","1","3","22:00","-2.9","90"
"Helsinki Kumpula","2021","1","3","23:00","-2.7","90"
"Helsinki Kumpula","2021","1","4","00:00","-2.6","90"
"Helsinki Kumpula","2021","1","4","01:00","-2.5","91"
"Helsinki Kumpula","2021","1","4","02:00","-2.3","92"
"Helsinki Kumpula","2021","1","4","03:00","-2.1","92"
"Helsinki Kumpula","2021","1","4","04:00","-2","92"
"Helsinki Kumpula","2021","1","4","05:00","-1.8","93"
"Helsinki Kumpula","2021","1","4","06:00","-1.7","92"
"Helsinki Kumpula","2021","1","4","07:00","-1.5","91"
"Helsinki Kumpula","2021","1","4","08:00","-1.5","90"
"Helsinki Kumpula","2021","1","4","09:00","-1.4","90"
"Helsinki Kumpula","2021","1","4","10:00","-1.4","90"
"Helsinki Kumpula","2021","1","4","11:00","-1.3","90"
"Helsinki Kumpula","2021","1","4","12:00","-1.2","91"
"Helsinki Kumpula","2021","1","4","13:00","-1.2","91"
"Helsinki Kumpula","2021","1","4","14:00","-1.1","91"
"Helsinki Kumpula","2021","1","4","15:00","-1.1","91"
"Helsinki Kumpula","2021","1","4","16:00","-1.2","92"
"Helsinki Kumpula","2021","1","4","17:00","-1.3","92"
"Helsinki Kumpula","2021","1","4","18:00","-1.4","92"
"Helsinki Kumpula","2021","1","4","19:00","-1.4","92"
"Helsinki Kumpula","2021","1","4","20:00","-1.3","93"
"Helsinki Kumpula","2021","1","4","21:00","-1.3","92"
"Helsinki Kumpula","2021","1","4","22:00","-1.2","93"
"Helsinki Kumpula","2021","1","4","23:00","-1.2","93"
"Helsinki Kumpula","2021","1","5","00:00","-1.4","94"
"Helsinki Kumpula","2021","1","5","01:00","-1.5","94"
"Helsinki Kumpula","2021","1","5","02:00","-1.7","93"
"Helsinki Kumpula","2021","1","5","03:00","-1.8","91"
"Helsinki Kumpula","2021","1","5","04:00","-1.9","91"
"Helsinki Kumpula","2021","1","5","05:00","-2.1","91"
"Helsinki Kumpula","2021","1","5","06:00","-2.2","92"
"Helsinki Kumpula","2021","1","5","07:00","-2.4","92"
"Helsinki Kumpula","2021","1","5","08:00","-2.6","91"
"Helsinki Kumpula","2021","1","5","09:00","-2.8","92"
"Helsinki Kumpula","2021","1","5","10:00","-3","93"
"Helsinki Kumpula","2021","1","5","11:00","-3.1","94"
"Helsinki Kumpula","2021","1","5","12:00","-3.2","94"
"Helsinki Kumpula","2021","1","5","13:00","-3.2","94"
"Helsinki Kumpula","2021","1","5","14:00","-3.2","94"
"Helsinki Kumpula","2021","1","5","15:00","-3.3","94"
"Helsinki Kumpula","2021","1","5","16:00","-3.3","94"
"Helsinki Kumpula","2021","1","5","17:00","-3.3","93"
"Helsinki Kumpula","2021","1","5","18:00","-3.5","92"
"Helsinki Kumpula","2021","1","5","19:00","-3.6","92"
"Helsinki Kumpula","2021","1","5","20:00","-3.6","92"
"Helsinki Kumpula","2021","1","5","21:00","-3.8","92"
"Helsinki Kumpula","2021","1","5","22:00","-3.9","92"
"Helsinki Kumpula","2021","1","5","23:00","-4","91"
"Helsinki Kumpula","2021","1","6","00:00","-4","91"
"Helsinki Kumpula","2021","1","6","01:00","-3.9","91"
"Helsinki Kumpula","2021","1","6","02:00","-3.9","91"
"Helsinki Kumpula","2021","1","6","03:00","-3.8","90"
"Helsinki Kumpula","2021","1","6","04:00","-3.8","90"
"Helsinki Kumpula","2021","1","6","05:00","-3.7","90"
"Helsinki Kumpula","2021","1","6","06:00","-3.7","91"
"Helsinki Kumpula","2021","1","6","07:00","-3.6","91"
"Helsinki Kumpula","2021","1","6","08:00","-3.6","91"
"Helsinki Kumpula","2021","1","6","09:00","-3.5","90"
"Helsinki Kumpula","2021","1","6","10:00","-3.6","90"
"Helsinki Kumpula","2021","1","6","11:00","-3.4","90"
"Helsinki Kumpula","2021","1","6","12:00","-3.3","91"
"Helsinki Kumpula","2021","1","6","13:00","-3.2","91"
"Helsinki Kumpula","2021","1","6","14:00","-3","92"
"Helsinki Kumpula","2021","1","6","15:00","-2.9","90"
"Helsinki Kumpula","2021","1","6","16:00","-2.9","88"
"Helsinki Kumpula","2021","1","6","17:00","-3.2","86"
"Helsinki Kumpula","2021","1","6","18:00","-3.2","86"
"Helsinki Kumpula","2021","1","6","19:00","-3.1","88"
"Helsinki Kumpula","2021","1","6","20:00","-3","90"
"Helsinki Kumpula","2021","1","6","21:00","-2.7","91"
"Helsinki Kumpula","2021","1","6","22:00","-2.4","91"
"Helsinki Kumpula","2021","1","6","23:00","-2.1","91"
"Helsinki Kumpula","2021","1","7","00:00","-1.8","91"
"Helsinki Kumpula","2021","1","7","01:00","-1.6","91"
"Helsinki Kumpula","2021","1","7","02:00","-1.4","91"
"Helsinki Kumpula","2021","1","7","03:00","-1.3","91"
"Helsinki Kumpula","2021","1","7","04:00","-1.2","92"
"Helsinki Kumpula","2021","1","7","05:00","-1.1","92"
"Helsinki Kumpula","2021","1","7","06:00","-1","92"
"Helsinki Kumpula","2021","1","7","07:00","-0.9","91"
"Helsinki Kumpula","2021","1","7","08:00","-1","90"
"Helsinki Kumpula","2021","1","7","09:00","-1","90"
"Helsinki Kumpula","2021","1","7","10:00","-1.3","92"
"Helsinki Kumpula","2021","1","7","11:00","-1.5","94"
"Helsinki Kumpula","2021","1","7","12:00","-1.1","95"
"Helsinki Kumpula","2021","1","7","13:00","-0.4","90"
"Helsinki Kumpula","2021","1","7","14:00","-0.1","83"
"Helsinki Kumpula","2021","1","7","15:00","-0.2","84"
"Helsinki Kumpula","2021","1","7","16:00","-0.3","82"
"Helsinki Kumpula","2021","1","7","17:00","-1.5","91"
"Helsinki Kumpula","2021","1","7","18:00","-1.9","91"
"Helsinki Kumpula","2021","1","7","19:00","-2.1","90"
"Helsinki Kumpula","2021","1","7","20:00","-2.2","91"
"Helsinki Kumpula","2021","1","7","21:00","-2.1","91"
"Helsinki Kumpula","2021","1","7","22:00","-2.2","90"
"Helsinki Kumpula","2021","1","7","23:00","-2.3","90"
"Helsinki Kumpula","2021","1","8","00:00","-2.3","90"
"Helsinki Kumpula","2021","1","8","01:00","-2.3","90"
"Helsinki Kumpula","2021","1","8","02:00","-2.3","90"
"Helsinki Kumpula","2021","1","8","03:00","-2.4","90"
"Helsinki Kumpula","2021","1","8","04:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","05:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","06:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","07:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","08:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","09:00","-2.5","90"
"Helsinki Kumpula","2021","1","8","10:00","-2.5","89"
"Helsinki Kumpula","2021","1","8","11:00","-2.6","88"
"Helsinki Kumpula","2021","1","8","12:00","-2.9","89"
"Helsinki Kumpula","2021","1","8","13:00","-3","89"
"Helsinki Kumpula","2021","1","8","14:00","-3","89"
"Helsinki Kumpula","2021","1","8","15:00","-3.1","89"
"Helsinki Kumpula","2021","1","8","16:00","-3.1","89"
"Helsinki Kumpula","2021","1","8","17:00","-3.3","87"
"Helsinki Kumpula","2021","1","8","18:00","-3.3","87"
"Helsinki Kumpula","2021","1","8","19:00","-3.2","87"
"Helsinki Kumpula","2021","1","8","20:00","-3.3","87"
"Helsinki Kumpula","2021","1","8","21:00","-3.4","88"
"Helsinki Kumpula","2021","1","8","22:00","-3.4","88"
"Helsinki Kumpula","2021","1","8","23:00","-3.4","88"
"Helsinki Kumpula","2021","1","9","00:00","-3.6","86"
"Helsinki Kumpula","2021","1","9","01:00","-4.3","86"
"Helsinki Kumpula","2021","1","9","02:00","-4.9","87"
"Helsinki Kumpula","2021","1","9","03:00","-4.8","87"
"Helsinki Kumpula","2021","1","9","04:00","-4.9","87"
"Helsinki Kumpula","2021","1","9","05:00","-5.4","89"
"Helsinki Kumpula","2021","1","9","06:00","-5.3","89"
"Helsinki Kumpula","2021","1","9","07:00","-4.9","87"
"Helsinki Kumpula","2021","1","9","08:00","-4.8","86"
"Helsinki Kumpula","2021","1","9","09:00","-5.4","87"
"Helsinki Kumpula","2021","1","9","10:00","-6.4","89"
"Helsinki Kumpula","2021","1","9","11:00","-6.7","88"
"Helsinki Kumpula","2021","1","9","12:00","-6.4","83"
"Helsinki Kumpula","2021","1","9","13:00","-6.3","78"
"Helsinki Kumpula","2021","1","9","14:00","-6.5","75"
"Helsinki Kumpula","2021","1","9","15:00","-6.7","76"
"Helsinki Kumpula","2021","1","9","16:00","-7.1","73"
"Helsinki Kumpula","2021","1","9","17:00","-7.6","76"
"Helsinki Kumpula","2021","1","9","18:00","-7.8","76"
"Helsinki Kumpula","2021","1","9","19:00","-8","79"
"Helsinki Kumpula","2021","1","9","20:00","-8.6","82"
"Helsinki Kumpula","2021","1","9","21:00","-9.8","86"
"Helsinki Kumpula","2021","1","9","22:00","-10.5","87"
"Helsinki Kumpula","2021","1","9","23:00","-11.8","90"
"Helsinki Kumpula","2021","1","10","00:00","-12.3","91"
"Helsinki Kumpula","2021","1","10","01:00","-12.4","90"
"Helsinki Kumpula","2021","1","10","02:00","-12.8","90"
"Helsinki Kumpula","2021","1","10","03:00","-12.6","90"
"Helsinki Kumpula","2021","1","10","04:00","-11.1","90"
"Helsinki Kumpula","2021","1","10","05:00","-10.5","88"
"Helsinki Kumpula","2021","1","10","06:00","-10.3","88"
"Helsinki Kumpula","2021","1","10","07:00","-9.5","89"
"Helsinki Kumpula","2021","1","10","08:00","-8.9","90"
"Helsinki Kumpula","2021","1","10","09:00","-7.9","91"
"Helsinki Kumpula","2021","1","10","10:00","-5.6","92"
"Helsinki Kumpula","2021","1","10","11:00","-3","85"
"Helsinki Kumpula","2021","1","10","12:00","-2.6","81"
"Helsinki Kumpula","2021","1","10","13:00","-2.2","85"
"Helsinki Kumpula","2021","1","10","14:00","-1.9","89"
"Helsinki Kumpula","2021","1","10","15:00","-1.8","91"
"Helsinki Kumpula","2021","1","10","16:00","-1.9","92"
"Helsinki Kumpula","2021","1","10","17:00","-1.9","94"
"Helsinki Kumpula","2021","1","10","18:00","-1.8","95"
"Helsinki Kumpula","2021","1","10","19:00","-1.6","96"
"Helsinki Kumpula","2021","1","10","20:00","-1.1","96"
"Helsinki Kumpula","2021","1","10","21:00","-0.7","96"
"Helsinki Kumpula","2021","1","10","22:00","-0.4","94"
"Helsinki Kumpula","2021","1","10","23:00","-0.2","95"
"Helsinki Kumpula","2021","1","11","00:00","0.2","91"
"Helsinki Kumpula","2021","1","11","01:00","0.2","89"
"Helsinki Kumpula","2021","1","11","02:00","0.2","92"
"Helsinki Kumpula","2021","1","11","03:00","-0.2","97"
"Helsinki Kumpula","2021","1","11","04:00","-0.4","99"
"Helsinki Kumpula","2021","1","11","05:00","-0.3","99"
"Helsinki Kumpula","2021","1","11","06:00","-0.2","99"
"Helsinki Kumpula","2021","1","11","07:00","-0.3","99"
"Helsinki Kumpula","2021","1","11","08:00","0","99"
"Helsinki Kumpula","2021","1","11","09:00","0","98"
"Helsinki Kumpula","2021","1","11","10:00","0","97"
"Helsinki Kumpula","2021","1","11","11:00","0","97"
"Helsinki Kumpula","2021","1","11","12:00","0","96"
"Helsinki Kumpula","2021","1","11","13:00","-0.2","96"
"Helsinki Kumpula","2021","1","11","14:00","-0.2","96"
"Helsinki Kumpula","2021","1","11","15:00","-0.4","96"
"Helsinki Kumpula","2021","1","11","16:00","-0.4","96"
"Helsinki Kumpula","2021","1","11","17:00","-0.4","96"
"Helsinki Kumpula","2021","1","11","18:00","-0.2","95"
"Helsinki Kumpula","2021","1","11","19:00","-0.2","93"
"Helsinki Kumpula","2021","1","11","20:00","-0.4","92"
"Helsinki Kumpula","2021","1","11","21:00","-0.7","91"
"Helsinki Kumpula","2021","1","11","22:00","-1","91"
"Helsinki Kumpula","2021","1","11","23:00","-1.4","93"
"Helsinki Kumpula","2021","1","12","00:00","-0.9","93"
"Helsinki Kumpula","2021","1","12","01:00","-1.2","93"
"Helsinki Kumpula","2021","1","12","02:00","-1.5","91"
"Helsinki Kumpula","2021","1","12","03:00","-1.7","89"
"Helsinki Kumpula","2021","1","12","04:00","-1.5","88"
"Helsinki Kumpula","2021","1","12","05:00","-1.4","88"
"Helsinki Kumpula","2021","1","12","06:00","-1.3","88"
"Helsinki Kumpula","2021","1","12","07:00","-1.6","96"
"Helsinki Kumpula","2021","1","12","08:00","-1.4","97"
"Helsinki Kumpula","2021","1","12","09:00","-1.4","98"
"Helsinki Kumpula","2021","1","12","10:00","-1.3","98"
"Helsinki Kumpula","2021","1","12","11:00","-1.1","99"
"Helsinki Kumpula","2021","1","12","12:00","-0.9","99"
"Helsinki Kumpula","2021","1","12","13:00","-0.8","99"
"Helsinki Kumpula","2021","1","12","14:00","-0.8","99"
"Helsinki Kumpula","2021","1","12","15:00","-0.8","98"
"Helsinki Kumpula","2021","1","12","16:00","-0.8","97"
"Helsinki Kumpula","2021","1","12","17:00","-0.5","96"
"Helsinki Kumpula","2021","1","12","18:00","-0.1","93"
"Helsinki Kumpula","2021","1","12","19:00","-0.2","93"
"Helsinki Kumpula","2021","1","12","20:00","-0.8","98"
"Helsinki Kumpula","2021","1","12","21:00","-1.1","98"
"Helsinki Kumpula","2021","1","12","22:00","-1.3","97"
"Helsinki Kumpula","2021","1","12","23:00","-1.3","96"
"Helsinki Kumpula","2021","1","13","00:00","-1.3","96"
"Helsinki Kumpula","2021","1","13","01:00","-1.2","95"
"Helsinki Kumpula","2021","1","13","02:00","-1.2","96"
"Helsinki Kumpula","2021","1","13","03:00","-1.2","95"
"Helsinki Kumpula","2021","1","13","04:00","-1.2","94"
"Helsinki Kumpula","2021","1","13","05:00","-1.5","94"
"Helsinki Kumpula","2021","1","13","06:00","-1.6","93"
"Helsinki Kumpula","2021","1","13","07:00","-1.7","92"
"Helsinki Kumpula","2021","1","13","08:00","-1.8","91"
"Helsinki Kumpula","2021","1","13","09:00","-1.9","92"
"Helsinki Kumpula","2021","1","13","10:00","-2.3","93"
"Helsinki Kumpula","2021","1","13","11:00","-2.5","91"
"Helsinki Kumpula","2021","1","13","12:00","-3.2","91"
"Helsinki Kumpula","2021","1","13","13:00","-6.2","90"
"Helsinki Kumpula","2021","1","13","14:00","-6.7","89"
"Helsinki Kumpula","2021","1","13","15:00","-7","89"
"Helsinki Kumpula","2021","1","13","16:00","-7.4","89"
"Helsinki Kumpula","2021","1","13","17:00","-7.8","88"
"Helsinki Kumpula","2021","1","13","18:00","-8.2","87"
"Helsinki Kumpula","2021","1","13","19:00","-8.3","87"
"Helsinki Kumpula","2021","1","13","20:00","-8.4","89"
"Helsinki Kumpula","2021","1","13","21:00","-8.4","89"
"Helsinki Kumpula","2021","1","13","22:00","-8.4","89"
"Helsinki Kumpula","2021","1","13","23:00","-8.3","89"
"Helsinki Kumpula","2021","1","14","00:00","-8.2","88"
"Helsinki Kumpula","2021","1","14","01:00","-8.1","89"
"Helsinki Kumpula","2021","1","14","02:00","-8.4","89"
"Helsinki Kumpula","2021","1","14","03:00","-9","89"
"Helsinki Kumpula","2021","1","14","04:00","-9.6","87"
"Helsinki Kumpula","2021","1","14","05:00","-10.4","84"
"Helsinki Kumpula","2021","1","14","06:00","-11","83"
"Helsinki Kumpula","2021","1","14","07:00","-11.5","83"
"Helsinki Kumpula","2021","1","14","08:00","-11.9","83"
"Helsinki Kumpula","2021","1","14","09:00","-12.3","83"
"Helsinki Kumpula","2021","1","14","10:00","-12.4","83"
"Helsinki Kumpula","2021","1","14","11:00","-12.6","81"
"Helsinki Kumpula","2021","1","14","12:00","-12.9","81"
"Helsinki Kumpula","2021","1","14","13:00","-13.3","81"
"Helsinki Kumpula","2021","1","14","14:00","-13.8","80"
"Helsinki Kumpula","2021","1","14","15:00","-14.4","79"
"Helsinki Kumpula","2021","1","14","16:00","-15.4","80"
"Helsinki Kumpula","2021","1","14","17:00","-16.6","81"
"Helsinki Kumpula","2021","1","14","18:00","-17.6","81"
"Helsinki Kumpula","2021","1","14","19:00","-18.3","81"
"Helsinki Kumpula","2021","1","14","20:00","-19","80"
"Helsinki Kumpula","2021","1","14","21:00","-19.6","80"
"Helsinki Kumpula","2021","1","14","22:00","-20","80"
"Helsinki Kumpula","2021","1","14","23:00","-20.3","80"
"Helsinki Kumpula","2021","1","15","00:00","-20.6","80"
"Helsinki Kumpula","2021","1","15","01:00","-20.7","80"
"Helsinki Kumpula","2021","1","15","02:00","-20.7","79"
"Helsinki Kumpula","2021","1","15","03:00","-21","78"
"Helsinki Kumpula","2021","1","15","04:00","-21.2","76"
"Helsinki Kumpula","2021","1","15","05:00","-21.2","75"
"Helsinki Kumpula","2021","1","15","06:00","-21.2","75"
"Helsinki Kumpula","2021","1","15","07:00","-21.5","76"
"Helsinki Kumpula","2021","1","15","08:00","-21.6","77"
"Helsinki Kumpula","2021","1","15","09:00","-21.7","77"
"Helsinki Kumpula","2021","1","15","10:00","-21.6","76"
"Helsinki Kumpula","2021","1","15","11:00","-21.2","74"
"Helsinki Kumpula","2021","1","15","12:00","-20.5","74"
"Helsinki Kumpula","2021","1","15","13:00","-19.6","74"
"Helsinki Kumpula","2021","1","15","14:00","-19","74"
"Helsinki Kumpula","2021","1","15","15:00","-18.5","74"
"Helsinki Kumpula","2021","1","15","16:00","-17.9","75"
"Helsinki Kumpula","2021","1","15","17:00","-17.6","77"
"Helsinki Kumpula","2021","1","15","18:00","-16.9","77"
"Helsinki Kumpula","2021","1","15","19:00","-16.3","78"
"Helsinki Kumpula","2021","1","15","20:00","-15.9","81"
"Helsinki Kumpula","2021","1","15","21:00","-15.3","83"
"Helsinki Kumpula","2021","1","15","22:00","-14.8","84"
"Helsinki Kumpula","2021","1","15","23:00","-14.2","87"
"Helsinki Kumpula","2021","1","16","00:00","-13.8","87"
"Helsinki Kumpula","2021","1","16","01:00","-12.9","86"
"Helsinki Kumpula","2021","1","16","02:00","-12.5","86"
"Helsinki Kumpula","2021","1","16","03:00","-12.4","86"
"Helsinki Kumpula","2021","1","16","04:00","-12.6","85"
"Helsinki Kumpula","2021","1","16","05:00","-13.7","84"
"Helsinki Kumpula","2021","1","16","06:00","-15","83"
"Helsinki Kumpula","2021","1","16","07:00","-15.8","83"
"Helsinki Kumpula","2021","1","16","08:00","-16.4","84"
"Helsinki Kumpula","2021","1","16","09:00","-16.9","85"
"Helsinki Kumpula","2021","1","16","10:00","-17.4","85"
"Helsinki Kumpula","2021","1","16","11:00","-17.2","84"
"Helsinki Kumpula","2021","1","16","12:00","-17.2","83"
"Helsinki Kumpula","2021","1","16","13:00","-16.3","81"
"Helsinki Kumpula","2021","1","16","14:00","-15.6","80"
"Helsinki Kumpula","2021","1","16","15:00","-15.5","78"
"Helsinki Kumpula","2021","1","16","16:00","-16.1","78"
"Helsinki Kumpula","2021","1","16","17:00","-16.8","82"
"Helsinki Kumpula","2021","1","16","18:00","-17.1","85"
"Helsinki Kumpula","2021","1","16","19:00","-17.6","87"
"Helsinki Kumpula","2021","1","16","20:00","-17.8","86"
"Helsinki Kumpula","2021","1","16","21:00","-18.2","86"
"Helsinki Kumpula","2021","1","16","22:00","-18.4","87"
"Helsinki Kumpula","2021","1","16","23:00","-18.2","87"
"Helsinki Kumpula","2021","1","17","00:00","-18.4","86"
"Helsinki Kumpula","2021","1","17","01:00","-18.3","86"
"Helsinki Kumpula","2021","1","17","02:00","-18.6","87"
"Helsinki Kumpula","2021","1","17","03:00","-18.3","87"
"Helsinki Kumpula","2021","1","17","04:00","-17.2","86"
"Helsinki Kumpula","2021","1","17","05:00","-17","87"
"Helsinki Kumpula","2021","1","17","06:00","-15.7","88"
"Helsinki Kumpula","2021","1","17","07:00","-14.8","89"
"Helsinki Kumpula","2021","1","17","08:00","-14.6","88"
"Helsinki Kumpula","2021","1","17","09:00","-13.9","89"
"Helsinki Kumpula","2021","1","17","10:00","-13.5","89"
"Helsinki Kumpula","2021","1","17","11:00","-12.8","90"
"Helsinki Kumpula","2021","1","17","12:00","-11.2","91"
"Helsinki Kumpula","2021","1","17","13:00","-10.2","92"
"Helsinki Kumpula","2021","1","17","14:00","-8.8","92"
"Helsinki Kumpula","2021","1","17","15:00","-8.1","93"
"Helsinki Kumpula","2021","1","17","16:00","-9.1","92"
"Helsinki Kumpula","2021","1","17","17:00","-10","92"
"Helsinki Kumpula","2021","1","17","18:00","-9.7","92"
"Helsinki Kumpula","2021","1","17","19:00","-9.5","93"
"Helsinki Kumpula","2021","1","17","20:00","-9.1","93"
"Helsinki Kumpula","2021","1","17","21:00","-8.7","93"
"Helsinki Kumpula","2021","1","17","22:00","-8.9","93"
"Helsinki Kumpula","2021","1","17","23:00","-9.2","92"
"Helsinki Kumpula","2021","1","18","00:00","-10.4","92"
"Helsinki Kumpula","2021","1","18","01:00","-10.6","92"
"Helsinki Kumpula","2021","1","18","02:00","-11","92"
"Helsinki Kumpula","2021","1","18","03:00","-11.8","91"
"Helsinki Kumpula","2021","1","18","04:00","-12.1","91"
"Helsinki Kumpula","2021","1","18","05:00","-12","91"
"Helsinki Kumpula","2021","1","18","06:00","-12.2","91"
"Helsinki Kumpula","2021","1","18","07:00","-12.3","91"
"Helsinki Kumpula","2021","1","18","08:00","-12.4","90"
"Helsinki Kumpula","2021","1","18","09:00","-12.1","91"
"Helsinki Kumpula","2021","1","18","10:00","-10.2","92"
"Helsinki Kumpula","2021","1","18","11:00","-8.8","92"
"Helsinki Kumpula","2021","1","18","12:00","-7.7","93"
"Helsinki Kumpula","2021","1","18","13:00","-6.6","94"
"Helsinki Kumpula","2021","1","18","14:00","-5.3","94"
"Helsinki Kumpula","2021","1","18","15:00","-4.9","94"
"Helsinki Kumpula","2021","1","18","16:00","-4.4","95"
"Helsinki Kumpula","2021","1","18","17:00","-4.1","95"
"Helsinki Kumpula","2021","1","18","18:00","-3.6","97"
"Helsinki Kumpula","2021","1","18","19:00","-2.4","97"
"Helsinki Kumpula","2021","1","18","20:00","-1.5","98"
"Helsinki Kumpula","2021","1","18","21:00","-1.2","97"
"Helsinki Kumpula","2021","1","18","22:00","-0.9","97"
"Helsinki Kumpula","2021","1","18","23:00","-0.8","97"
"Helsinki Kumpula","2021","1","19","00:00","-0.9","97"
"Helsinki Kumpula","2021","1","19","01:00","-1.1","97"
"Helsinki Kumpula","2021","1","19","02:00","-0.4","97"
"Helsinki Kumpula","2021","1","19","03:00","-0.6","97"
"Helsinki Kumpula","2021","1","19","04:00","-0.6","97"
"Helsinki Kumpula","2021","1","19","05:00","-0.5","96"
"Helsinki Kumpula","2021","1","19","06:00","-0.7","95"
"Helsinki Kumpula","2021","1","19","07:00","-0.5","95"
"Helsinki Kumpula","2021","1","19","08:00","-0.4","94"
"Helsinki Kumpula","2021","1","19","09:00","-0.2","94"
"Helsinki Kumpula","2021","1","19","10:00","-0.2","95"
"Helsinki Kumpula","2021","1","19","11:00","-0.2","96"
"Helsinki Kumpula","2021","1","19","12:00","-0.5","97"
"Helsinki Kumpula","2021","1","19","13:00","-0.4","97"
"Helsinki Kumpula","2021","1","19","14:00","-0.4","97"
"Helsinki Kumpula","2021","1","19","15:00","-0.4","97"
"Helsinki Kumpula","2021","1","19","16:00","-0.4","97"
"Helsinki Kumpula","2021","1","19","17:00","-0.3","97"
"Helsinki Kumpula","2021","1","19","18:00","0","97"
"Helsinki Kumpula","2021","1","19","19:00","0.1","98"
"Helsinki Kumpula","2021","1","19","20:00","0.1","97"
"Helsinki Kumpula","2021","1","19","21:00","-0.1","97"
