"Observation station","Year","Month","Day","Time [Local time]","Average temperature [°C]","Average relative humidity [%]"
"Helsinki Kumpula","2021","2","9","03:00","-11.2","91"
"Helsinki Kumpula","2021","2","9","04:00","-11.4","91"
"Helsinki Kumpula","2021","2","9","05:00","-11.4","91"
"Helsinki Kumpula","2021","2","9","06:00","-11.3","91"
"Helsinki Kumpula","2021","2","9","07:00","-11.5","91"
"Helsinki Kumpula","2021","2","9","08:00","-11.6","91"
"Helsinki Kumpula","2021","2","9","09:00","-11.7","90"
"Helsinki Kumpula","2021","2","9","10:00","-11.5","90"
"Helsinki Kumpula","2021","2","9","11:00","-11.2","89"
"Helsinki Kumpula","2021","2","9","12:00","-11.1","87"
"Helsinki Kumpula","2021","2","9","13:00","-10.8","86"
"Helsinki Kumpula","2021","2","9","14:00","-10.5","84"
"Helsinki Kumpula","2021","2","9","15:00","-10.4","84"
"Helsinki Kumpula","2021","2","9","16:00","-10.5","85"
"Helsinki Kumpula","2021","2","9","17:00","-10.9","85"
"Helsinki Kumpula","2021","2","9","18:00","-11.5","87"
"Helsinki Kumpula","2021","2","9","19:00","-12","90"
"Helsinki Kumpula","2021","2","9","20:00","-12.6","91"
"Helsinki Kumpula","2021","2","9","21:00","-12.9","91"
"Helsinki Kumpula","2021","2","9","22:00","-13.2","90"
"Helsinki Kumpula","2021","2","9","23:00","-12.8","90"
"Helsinki Kumpula","2021","2","10","00:00","-12.8","90"
"Helsinki Kumpula","2021","2","10","01:00","-13.2","90"
"Helsinki Kumpula","2021","2","10","02:00","-14","89"
"Helsinki Kumpula","2021","2","10","03:00","-14.6","88"
"Helsinki Kumpula","2021","2","10","04:00","-14.8","88"
"Helsinki Kumpula","2021","2","10","05:00","-15.5","88"
"Helsinki Kumpula","2021","2","10","06:00","-15","88"
"Helsinki Kumpula","2021","2","10","07:00","-14.6","89"
"Helsinki Kumpula","2021","2","10","08:00","-14.5","88"
"Helsinki Kumpula","2021","2","10","09:00","-14.3","89"
"Helsinki Kumpula","2021","2","10","10:00","-13.9","89"
"Helsinki Kumpula","2021","2","10","11:00","-13.4","89"
"Helsinki Kumpula","2021","2","10","12:00","-12.2","90"
"Helsinki Kumpula","2021","2","10","13:00","-11","91"
"Helsinki Kumpula","2021","2","10","14:00","-10.2","91"
"Helsinki Kumpula","2021","2","10","15:00","-9.9","91"
"Helsinki Kumpula","2021","2","10","16:00","-10.6","87"
"Helsinki Kumpula","2021","2","10","17:00","-11.2","86"
"Helsinki Kumpula","2021","2","10","18:00","-11.9","88"
"Helsinki Kumpula","2021","2","10","19:00","-12.3","89"
"Helsinki Kumpula","2021","2","10","20:00","-13.2","89"
"Helsinki Kumpula","2021","2","10","21:00","-12.8","89"
"Helsinki Kumpula","2021","2","10","22:00","-12.9","88"
"Helsinki Kumpula","2021","2","10","23:00","-13.4","87"
"Helsinki Kumpula","2021","2","11","00:00","-13.5","86"
"Helsinki Kumpula","2021","2","11","01:00","-13.6","86"
"Helsinki Kumpula","2021","2","11","02:00","-13.8","87"
"Helsinki Kumpula","2021","2","11","03:00","-14.4","86"
"Helsinki Kumpula","2021","2","11","04:00","-14.8","85"
"Helsinki Kumpula","2021","2","11","05:00","-14.6","84"
"Helsinki Kumpula","2021","2","11","06:00","-15.8","84"
"Helsinki Kumpula","2021","2","11","07:00","-16.8","83"
"Helsinki Kumpula","2021","2","11","08:00","-17.5","83"
"Helsinki Kumpula","2021","2","11","09:00","-18.1","83"
"Helsinki Kumpula","2021","2","11","10:00","-18.2","82"
"Helsinki Kumpula","2021","2","11","11:00","-17.7","80"
"Helsinki Kumpula","2021","2","11","12:00","-17.1","78"
"Helsinki Kumpula","2021","2","11","13:00","-16.1","77"
"Helsinki Kumpula","2021","2","11","14:00","-15.3","76"
"Helsinki Kumpula","2021","2","11","15:00","-14.6","76"
"Helsinki Kumpula","2021","2","11","16:00","-14.4","77"
"Helsinki Kumpula","2021","2","11","17:00","-14.7","79"
"Helsinki Kumpula","2021","2","11","18:00","-15.4","83"
"Helsinki Kumpula","2021","2","11","19:00","-16.1","86"
"Helsinki Kumpula","2021","2","11","20:00","-16.5","87"
"Helsinki Kumpula","2021","2","11","21:00","-16.6","87"
"Helsinki Kumpula","2021","2","11","22:00","-16.7","87"
"Helsinki Kumpula","2021","2","11","23:00","-17.1","88"
"Helsinki Kumpula","2021","2","12","00:00","-17.3","88"
"Helsinki Kumpula","2021","2","12","01:00","-17.4","88"
"Helsinki Kumpula","2021","2","12","02:00","-17.5","88"
"Helsinki Kumpula","2021","2","12","03:00","-17.9","87"
"Helsinki Kumpula","2021","2","12","04:00","-17.1","87"
"Helsinki Kumpula","2021","2","12","05:00","-17.1","87"
"Helsinki Kumpula","2021","2","12","06:00","-16.8","87"
"Helsinki Kumpula","2021","2","12","07:00","-17.8","86"
"Helsinki Kumpula","2021","2","12","08:00","-18.2","86"
"Helsinki Kumpula","2021","2","12","09:00","-18.5","85"
"Helsinki Kumpula","2021","2","12","10:00","-17.3","86"
"Helsinki Kumpula","2021","2","12","11:00","-16.3","86"
"Helsinki Kumpula","2021","2","12","12:00","-14.5","88"
"Helsinki Kumpula","2021","2","12","13:00","-13.4","87"
"Helsinki Kumpula","2021","2","12","14:00","-12.4","81"
"Helsinki Kumpula","2021","2","12","15:00","-10.5","77"
"Helsinki Kumpula","2021","2","12","16:00","-10","77"
"Helsinki Kumpula","2021","2","12","17:00","-10.1","82"
"Helsinki Kumpula","2021","2","12","18:00","-10","89"
"Helsinki Kumpula","2021","2","12","19:00","-9.4","90"
"Helsinki Kumpula","2021","2","12","20:00","-8.5","92"
"Helsinki Kumpula","2021","2","12","21:00","-8.3","93"
"Helsinki Kumpula","2021","2","12","22:00","-8.4","93"
"Helsinki Kumpula","2021","2","12","23:00","-9.5","93"
"Helsinki Kumpula","2021","2","13","00:00","-9.6","93"
"Helsinki Kumpula","2021","2","13","01:00","-9.5","93"
"Helsinki Kumpula","2021","2","13","02:00","-8.7","94"
"Helsinki Kumpula","2021","2","13","03:00","-8.6","93"
"Helsinki Kumpula","2021","2","13","04:00","-8.3","94"
"Helsinki Kumpula","2021","2","13","05:00","-8","94"
"Helsinki Kumpula","2021","2","13","06:00","-7.8","94"
"Helsinki Kumpula","2021","2","13","07:00","-7.1","94"
"Helsinki Kumpula","2021","2","13","08:00","-5.3","95"
"Helsinki Kumpula","2021","2","13","09:00","-5","94"
"Helsinki Kumpula","2021","2","13","10:00","-3.9","91"
"Helsinki Kumpula","2021","2","13","11:00","-3.6","88"
"Helsinki Kumpula","2021","2","13","12:00","-3.5","86"
"Helsinki Kumpula","2021","2","13","13:00","-3.2","85"
"Helsinki Kumpula","2021","2","13","14:00","-3","84"
"Helsinki Kumpula","2021","2","13","15:00","-2.6","84"
"Helsinki Kumpula","2021","2","13","16:00","-2.9","85"
"Helsinki Kumpula","2021","2","13","17:00","-3.1","87"
"Helsinki Kumpula","2021","2","13","18:00","-3.2","88"
"Helsinki Kumpula","2021","2","13","19:00","-3.7","89"
"Helsinki Kumpula","2021","2","13","20:00","-3.9","91"
"Helsinki Kumpula","2021","2","13","21:00","-3.7","90"
"Helsinki Kumpula","2021","2","13","22:00","-3.5","87"
"Helsinki Kumpula","2021","2","13","23:00","-3.6","88"
"Helsinki Kumpula","2021","2","14","00:00","-3.5","87"
"Helsinki Kumpula","2021","2","14","01:00","-3.5","87"
"Helsinki Kumpula","2021","2","14","02:00","-3.6","88"
"Helsinki Kumpula","2021","2","14","03:00","-3.6","88"
"Helsinki Kumpula","2021","2","14","04:00","-3.6","86"
"Helsinki Kumpula","2021","2","14","05:00","-3.7","87"
"Helsinki Kumpula","2021","2","14","06:00","-4","84"
"Helsinki Kumpula","2021","2","14","07:00","-4.8","83"
"Helsinki Kumpula","2021","2","14","08:00","-6.1","86"
"Helsinki Kumpula","2021","2","14","09:00","-6.9","89"
"Helsinki Kumpula","2021","2","14","10:00","-6.4","81"
"Helsinki Kumpula","2021","2","14","11:00","-6.2","77"
"Helsinki Kumpula","2021","2","14","12:00","-6","74"
"Helsinki Kumpula","2021","2","14","13:00","-5.6","71"
"Helsinki Kumpula","2021","2","14","14:00","-5.6","71"
"Helsinki Kumpula","2021","2","14","15:00","-5.7","73"
"Helsinki Kumpula","2021","2","14","16:00","-6.3","76"
"Helsinki Kumpula","2021","2","14","17:00","-6.7","78"
"Helsinki Kumpula","2021","2","14","18:00","-6.8","79"
"Helsinki Kumpula","2021","2","14","19:00","-6.6","78"
"Helsinki Kumpula","2021","2","14","20:00","-6.6","76"
"Helsinki Kumpula","2021","2","14","21:00","-6.9","73"
"Helsinki Kumpula","2021","2","14","22:00","-7","75"
"Helsinki Kumpula","2021","2","14","23:00","-7.4","75"
"Helsinki Kumpula","2021","2","15","00:00","-8.8","76"
"Helsinki Kumpula","2021","2","15","01:00","-9.2","74"
"Helsinki Kumpula","2021","2","15","02:00","-9.5","75"
"Helsinki Kumpula","2021","2","15","03:00","-10.9","79"
"Helsinki Kumpula","2021","2","15","04:00","-12.1","84"
"Helsinki Kumpula","2021","2","15","05:00","-13","89"
"Helsinki Kumpula","2021","2","15","06:00","-13.1","91"
"Helsinki Kumpula","2021","2","15","07:00","-12.9","91"
"Helsinki Kumpula","2021","2","15","08:00","-12.1","90"
"Helsinki Kumpula","2021","2","15","09:00","-10.7","88"
"Helsinki Kumpula","2021","2","15","10:00","-10","87"
"Helsinki Kumpula","2021","2","15","11:00","-9.3","83"
"Helsinki Kumpula","2021","2","15","12:00","-7.9","77"
"Helsinki Kumpula","2021","2","15","13:00","-6.6","70"
"Helsinki Kumpula","2021","2","15","14:00","-5.3","63"
"Helsinki Kumpula","2021","2","15","15:00","-4.7","63"
"Helsinki Kumpula","2021","2","15","16:00","-4.5","64"
"Helsinki Kumpula","2021","2","15","17:00","-4.6","67"
"Helsinki Kumpula","2021","2","15","18:00","-5","71"
"Helsinki Kumpula","2021","2","15","19:00","-4.9","70"
"Helsinki Kumpula","2021","2","15","20:00","-5","73"
"Helsinki Kumpula","2021","2","15","21:00","-4.6","78"
"Helsinki Kumpula","2021","2","15","22:00","-4.5","81"
"Helsinki Kumpula","2021","2","15","23:00","-5.1","85"
"Helsinki Kumpula","2021","2","16","00:00","-5.1","87"
"Helsinki Kumpula","2021","2","16","01:00","-5.4","85"
"Helsinki Kumpula","2021","2","16","02:00","-5.5","84"
"Helsinki Kumpula","2021","2","16","03:00","-5.4","84"
"Helsinki Kumpula","2021","2","16","04:00","-4.7","84"
"Helsinki Kumpula","2021","2","16","05:00","-4.1","87"
"Helsinki Kumpula","2021","2","16","06:00","-3.7","89"
"Helsinki Kumpula","2021","2","16","07:00","-3.9","91"
"Helsinki Kumpula","2021","2","16","08:00","-3.2","90"
"Helsinki Kumpula","2021","2","16","09:00","-2.8","86"
"Helsinki Kumpula","2021","2","16","10:00","-2.8","81"
"Helsinki Kumpula","2021","2","16","11:00","-3.1","79"
"Helsinki Kumpula","2021","2","16","12:00","-3.2","73"
"Helsinki Kumpula","2021","2","16","13:00","-3","70"
"Helsinki Kumpula","2021","2","16","14:00","-3.1","64"
"Helsinki Kumpula","2021","2","16","15:00","-4","58"
"Helsinki Kumpula","2021","2","16","16:00","-4.8","60"
"Helsinki Kumpula","2021","2","16","17:00","-5.8","62"
"Helsinki Kumpula","2021","2","16","18:00","-7","69"
"Helsinki Kumpula","2021","2","16","19:00","-8.3","73"
"Helsinki Kumpula","2021","2","16","20:00","-9.2","78"
"Helsinki Kumpula","2021","2","16","21:00","-9.9","82"
"Helsinki Kumpula","2021","2","16","22:00","-10.5","84"
"Helsinki Kumpula","2021","2","16","23:00","-11.2","87"
"Helsinki Kumpula","2021","2","17","00:00","-11.7","89"
"Helsinki Kumpula","2021","2","17","01:00","-12.1","89"
"Helsinki Kumpula","2021","2","17","02:00","-12.7","88"
"Helsinki Kumpula","2021","2","17","03:00","-13.2","88"
"Helsinki Kumpula","2021","2","17","04:00","-13.9","88"
"Helsinki Kumpula","2021","2","17","05:00","-14.3","88"
"Helsinki Kumpula","2021","2","17","06:00","-14.7","87"
"Helsinki Kumpula","2021","2","17","07:00","-15.4","86"
"Helsinki Kumpula","2021","2","17","08:00","-15.9","86"
"Helsinki Kumpula","2021","2","17","09:00","-16.4","84"
"Helsinki Kumpula","2021","2","17","10:00","-16.1","81"
"Helsinki Kumpula","2021","2","17","11:00","-15.1","76"
"Helsinki Kumpula","2021","2","17","12:00","-14.7","75"
"Helsinki Kumpula","2021","2","17","13:00","-13.9","73"
"Helsinki Kumpula","2021","2","17","14:00","-13.1","71"
"Helsinki Kumpula","2021","2","17","15:00","-12.6","69"
"Helsinki Kumpula","2021","2","17","16:00","-12.5","70"
"Helsinki Kumpula","2021","2","17","17:00","-12.9","71"
"Helsinki Kumpula","2021","2","17","18:00","-13.9","73"
"Helsinki Kumpula","2021","2","17","19:00","-14.5","74"
"Helsinki Kumpula","2021","2","17","20:00","-15.3","74"
"Helsinki Kumpula","2021","2","17","21:00","-16.1","74"
"Helsinki Kumpula","2021","2","17","22:00","-16.6","75"
"Helsinki Kumpula","2021","2","17","23:00","-17","75"
"Helsinki Kumpula","2021","2","18","00:00","-17.8","78"
"Helsinki Kumpula","2021","2","18","01:00","-18.3","80"
"Helsinki Kumpula","2021","2","18","02:00","-18.8","81"
"Helsinki Kumpula","2021","2","18","03:00","-19.1","82"
"Helsinki Kumpula","2021","2","18","04:00","-20","84"
"Helsinki Kumpula","2021","2","18","05:00","-20.9","86"
"Helsinki Kumpula","2021","2","18","06:00","-20.7","85"
"Helsinki Kumpula","2021","2","18","07:00","-21","86"
"Helsinki Kumpula","2021","2","18","08:00","-20.8","85"
"Helsinki Kumpula","2021","2","18","09:00","-20.2","85"
"Helsinki Kumpula","2021","2","18","10:00","-17.9","84"
"Helsinki Kumpula","2021","2","18","11:00","-15.5","70"
"Helsinki Kumpula","2021","2","18","12:00","-12","75"
"Helsinki Kumpula","2021","2","18","13:00","-10.7","79"
"Helsinki Kumpula","2021","2","18","14:00","-10.1","77"
"Helsinki Kumpula","2021","2","18","15:00","-9.4","73"
"Helsinki Kumpula","2021","2","18","16:00","-9.5","73"
"Helsinki Kumpula","2021","2","18","17:00","-10.1","78"
"Helsinki Kumpula","2021","2","18","18:00","-10.4","82"
"Helsinki Kumpula","2021","2","18","19:00","-10","83"
"Helsinki Kumpula","2021","2","18","20:00","-9.4","84"
"Helsinki Kumpula","2021","2","18","21:00","-8.7","82"
"Helsinki Kumpula","2021","2","18","22:00","-8.6","82"
"Helsinki Kumpula","2021","2","18","23:00","-8.2","82"
"Helsinki Kumpula","2021","2","19","00:00","-7.7","83"
"Helsinki Kumpula","2021","2","19","01:00","-7.5","85"
"Helsinki Kumpula","2021","2","19","02:00","-7.3","86"
"Helsinki Kumpula","2021","2","19","03:00","-6.8","88"
"Helsinki Kumpula","2021","2","19","04:00","-6.4","88"
"Helsinki Kumpula","2021","2","19","05:00","-6.2","86"
"Helsinki Kumpula","2021","2","19","06:00","-6.1","86"
"Helsinki Kumpula","2021","2","19","07:00","-6.3","87"
"Helsinki Kumpula","2021","2","19","08:00","-6.4","85"
"Helsinki Kumpula","2021","2","19","09:00","-6.3","84"
"Helsinki Kumpula","2021","2","19","10:00","-5.9","81"
"Helsinki Kumpula","2021","2","19","11:00","-5.6","81"
"Helsinki Kumpula","2021","2","19","12:00","-5.7","84"
"Helsinki Kumpula","2021","2","19","13:00","-6","84"
"Helsinki Kumpula","2021","2","19","14:00","-5.6","81"
"Helsinki Kumpula","2021","2","19","15:00","-5.5","82"
"Helsinki Kumpula","2021","2","19","16:00","-5.9","82"
"Helsinki Kumpula","2021","2","19","17:00","-6.3","83"
"Helsinki Kumpula","2021","2","19","18:00","-6.4","85"
"Helsinki Kumpula","2021","2","19","19:00","-6.3","84"
"Helsinki Kumpula","2021","2","19","20:00","-5.8","81"
"Helsinki Kumpula","2021","2","19","21:00","-5.5","79"
"Helsinki Kumpula","2021","2","19","22:00","-5.1","74"
"Helsinki Kumpula","2021","2","19","23:00","-5.2","75"
"Helsinki Kumpula","2021","2","20","00:00","-5.2","74"
"Helsinki Kumpula","2021","2","20","01:00","-5.2","73"
"Helsinki Kumpula","2021","2","20","02:00","-5.1","72"
"Helsinki Kumpula","2021","2","20","03:00","-5.1","74"
"Helsinki Kumpula","2021","2","20","04:00","-5","78"
"Helsinki Kumpula","2021","2","20","05:00","-5","84"
"Helsinki Kumpula","2021","2","20","06:00","-5","87"
"Helsinki Kumpula","2021","2","20","07:00","-4.9","90"
"Helsinki Kumpula","2021","2","20","08:00","-5","92"
"Helsinki Kumpula","2021","2","20","09:00","-5","93"
"Helsinki Kumpula","2021","2","20","10:00","-4.8","91"
"Helsinki Kumpula","2021","2","20","11:00","-4.5","90"
"Helsinki Kumpula","2021","2","20","12:00","-4.1","90"
"Helsinki Kumpula","2021","2","20","13:00","-3.8","91"
"Helsinki Kumpula","2021","2","20","14:00","-3.5","96"
"Helsinki Kumpula","2021","2","20","15:00","-3.2","97"
"Helsinki Kumpula","2021","2","20","16:00","-2.7","98"
"Helsinki Kumpula","2021","2","20","17:00","-2.2","98"
"Helsinki Kumpula","2021","2","20","18:00","-1.1","99"
"Helsinki Kumpula","2021","2","20","19:00","-0.1","99"
"Helsinki Kumpula","2021","2","20","20:00","0.2","99"
"Helsinki Kumpula","2021","2","20","21:00","0.3","99"
"Helsinki Kumpula","2021","2","20","22:00","0.4","99"
"Helsinki Kumpula","2021","2","20","23:00","0.5","99"
"Helsinki Kumpula","2021","2","21","00:00","0.8","99"
"Helsinki Kumpula","2021","2","21","01:00","1","98"
"Helsinki Kumpula","2021","2","21","02:00","1.4","98"
"Helsinki Kumpula","2021","2","21","03:00","1.4","98"
"Helsinki Kumpula","2021","2","21","04:00","1.4","99"
"Helsinki Kumpula","2021","2","21","05:00","1.5","99"
"Helsinki Kumpula","2021","2","21","06:00","1.7","99"
"Helsinki Kumpula","2021","2","21","07:00","1.8","99"
"Helsinki Kumpula","2021","2","21","08:00","1.9","99"
"Helsinki Kumpula","2021","2","21","09:00","1.8","99"
"Helsinki Kumpula","2021","2","21","10:00","2.1","99"
"Helsinki Kumpula","2021","2","21","11:00","2.3","99"
"Helsinki Kumpula","2021","2","21","12:00","2.7","99"
"Helsinki Kumpula","2021","2","21","13:00","3.3","94"
"Helsinki Kumpula","2021","2","21","14:00","3","90"
"Helsinki Kumpula","2021","2","21","15:00","2.7","92"
"Helsinki Kumpula","2021","2","21","16:00","0.9","95"
"Helsinki Kumpula","2021","2","21","17:00","-1.7","95"
"Helsinki Kumpula","2021","2","21","18:00","-2.7","94"
"Helsinki Kumpula","2021","2","21","19:00","-3.9","92"
"Helsinki Kumpula","2021","2","21","20:00","-4.9","93"
"Helsinki Kumpula","2021","2","21","21:00","-5.2","93"
"Helsinki Kumpula","2021","2","21","22:00","-4.6","92"
"Helsinki Kumpula","2021","2","21","23:00","-4.9","93"
"Helsinki Kumpula","2021","2","22","00:00","-4.6","95"
"Helsinki Kumpula","2021","2","22","01:00","-4.4","96"
"Helsinki Kumpula","2021","2","22","02:00","-4","97"
"Helsinki Kumpula","2021","2","22","03:00","-3.6","97"
"Helsinki Kumpula","2021","2","22","04:00","-3.2","97"
"Helsinki Kumpula","2021","2","22","05:00","-3","96"
"Helsinki Kumpula","2021","2","22","06:00","-4","96"
"Helsinki Kumpula","2021","2","22","07:00","-6","95"
"Helsinki Kumpula","2021","2","22","08:00","-7.1","95"
"Helsinki Kumpula","2021","2","22","09:00","-7.8","93"
"Helsinki Kumpula","2021","2","22","10:00","-8.1","89"
"Helsinki Kumpula","2021","2","22","11:00","-8.2","87"
"Helsinki Kumpula","2021","2","22","12:00","-8.2","86"
"Helsinki Kumpula","2021","2","22","13:00","-8.5","85"
"Helsinki Kumpula","2021","2","22","14:00","-8.8","84"
"Helsinki Kumpula","2021","2","22","15:00","-9","83"
"Helsinki Kumpula","2021","2","22","16:00","-9.2","83"
"Helsinki Kumpula","2021","2","22","17:00","-9.1","83"
"Helsinki Kumpula","2021","2","22","18:00","-9.2","83"
"Helsinki Kumpula","2021","2","22","19:00","-9.1","85"
"Helsinki Kumpula","2021","2","22","20:00","-9","87"
"Helsinki Kumpula","2021","2","22","21:00","-9.2","88"
"Helsinki Kumpula","2021","2","22","22:00","-9.4","89"
"Helsinki Kumpula","2021","2","22","23:00","-9.5","90"
"Helsinki Kumpula","2021","2","23","00:00","-8.7","90"
"Helsinki Kumpula","2021","2","23","01:00","-7.5","88"
"Helsinki Kumpula","2021","2","23","02:00","-7.4","88"
"Helsinki Kumpula","2021","2","23","03:00","-7.3","88"
"Helsinki Kumpula","2021","2","23","04:00","-7.2","89"
"Helsinki Kumpula","2021","2","23","05:00","-7.3","91"
"Helsinki Kumpula","2021","2","23","06:00","-7.1","91"
"Helsinki Kumpula","2021","2","23","07:00","-7","93"
"Helsinki Kumpula","2021","2","23","08:00","-6.7","94"
"Helsinki Kumpula","2021","2","23","09:00","-6.3","94"
"Helsinki Kumpula","2021","2","23","10:00","-6","94"
"Helsinki Kumpula","2021","2","23","11:00","-6","93"
"Helsinki Kumpula","2021","2","23","12:00","-5.8","92"
"Helsinki Kumpula","2021","2","23","13:00","-5.2","93"
"Helsinki Kumpula","2021","2","23","14:00","-4.5","94"
"Helsinki Kumpula","2021","2","23","15:00","-3.7","95"
"Helsinki Kumpula","2021","2","23","16:00","-3.1","95"
"Helsinki Kumpula","2021","2","23","17:00","-2.6","96"
"Helsinki Kumpula","2021","2","23","18:00","-2.4","96"
"Helsinki Kumpula","2021","2","23","19:00","-2","97"
"Helsinki Kumpula","2021","2","23","20:00","-2","98"
"Helsinki Kumpula","2021","2","23","21:00","-2.5","98"
"Helsinki Kumpula","2021","2","23","22:00","-2.7","98"
"Helsinki Kumpula","2021","2","23","23:00","-3","98"
"Helsinki Kumpula","2021","2","24","00:00","-3.1","98"
"Helsinki Kumpula","2021","2","24","01:00","-3.1","98"
"Helsinki Kumpula","2021","2","24","02:00","-3.1","98"
"Helsinki Kumpula","2021","2","24","03:00","-3.4","98"
"Helsinki Kumpula","2021","2","24","04:00","-3.6","97"
"Helsinki Kumpula","2021","2","24","05:00","-3.7","97"
"Helsinki Kumpula","2021","2","24","06:00","-3.9","97"
"Helsinki Kumpula","2021","2","24","07:00","-3.8","97"
"Helsinki Kumpula","2021","2","24","08:00","-4","97"
"Helsinki Kumpula","2021","2","24","09:00","-4.1","97"
"Helsinki Kumpula","2021","2","24","10:00","-3.8","97"
"Helsinki Kumpula","2021","2","24","11:00","-3.5","97"
"Helsinki Kumpula","2021","2","24","12:00","-2.6","98"
"Helsinki Kumpula","2021","2","24","13:00","-1.1","99"
"Helsinki Kumpula","2021","2","24","14:00","0.3","99"
"Helsinki Kumpula","2021","2","24","15:00","0.8","100"
"Helsinki Kumpula","2021","2","24","16:00","1.3","100"
"Helsinki Kumpula","2021","2","24","17:00","1.5","100"
"Helsinki Kumpula","2021","2","24","18:00","1.8","100"
"Helsinki Kumpula","2021","2","24","19:00","2.1","100"
"Helsinki Kumpula","2021","2","24","20:00","2.2","100"
"Helsinki Kumpula","2021","2","24","21:00","2.2","100"
"Helsinki Kumpula","2021","2","24","22:00","2.1","100"
"Helsinki Kumpula","2021","2","24","23:00","2","100"
"Helsinki Kumpula","2021","2","25","00:00","2.2","100"
"Helsinki Kumpula","2021","2","25","01:00","2.5","100"
"Helsinki Kumpula","2021","2","25","02:00","2.8","100"
"Helsinki Kumpula","2021","2","25","03:00","3.4","100"
"Helsinki Kumpula","2021","2","25","04:00","3.7","100"
"Helsinki Kumpula","2021","2","25","05:00","3.5","100"
"Helsinki Kumpula","2021","2","25","06:00","2.6","100"
"Helsinki Kumpula","2021","2","25","07:00","2.6","100"
"Helsinki Kumpula","2021","2","25","08:00","2.6","100"
"Helsinki Kumpula","2021","2","25","09:00","2.8","100"
"Helsinki Kumpula","2021","2","25","10:00","3.2","100"
"Helsinki Kumpula","2021","2","25","11:00","2.9","100"
"Helsinki Kumpula","2021","2","25","12:00","3","100"
"Helsinki Kumpula","2021","2","25","13:00","3.2","100"
"Helsinki Kumpula","2021","2","25","14:00","3.1","99"
"Helsinki Kumpula","2021","2","25","15:00","3","99"
"Helsinki Kumpula","2021","2","25","16:00","2.8","99"
"Helsinki Kumpula","2021","2","25","17:00","2.6","99"
"Helsinki Kumpula","2021","2","25","18:00","2.2","99"
"Helsinki Kumpula","2021","2","25","19:00","2","100"
"Helsinki Kumpula","2021","2","25","20:00","2.2","100"
"Helsinki Kumpula","2021","2","25","21:00","2.2","100"
"Helsinki Kumpula","2021","2","25","22:00","2.2","100"
"Helsinki Kumpula","2021","2","25","23:00","2.5","100"
"Helsinki Kumpula","2021","2","26","00:00","2.7","100"
"Helsinki Kumpula","2021","2","26","01:00","2.7","100"
"Helsinki Kumpula","2021","2","26","02:00","2.7","100"
"Helsinki Kumpula","2021","2","26","03:00","3.1","100"
"Helsinki Kumpula","2021","2","26","04:00","3.1","100"
"Helsinki Kumpula","2021","2","26","05:00","3.5","99"
"Helsinki Kumpula","2021","2","26","06:00","3.4","98"
"Helsinki Kumpula","2021","2","26","07:00","3.2","97"
"Helsinki Kumpula","2021","2","26","08:00","3","96"
"Helsinki Kumpula","2021","2","26","09:00","3","96"
"Helsinki Kumpula","2021","2","26","10:00","3.1","94"
"Helsinki Kumpula","2021","2","26","11:00","3.3","92"
"Helsinki Kumpula","2021","2","26","12:00","3.4","91"
"Helsinki Kumpula","2021","2","26","13:00","3.2","91"
"Helsinki Kumpula","2021","2","26","14:00","3.4","89"
"Helsinki Kumpula","2021","2","26","15:00","3.4","88"
"Helsinki Kumpula","2021","2","26","16:00","3.4","88"
"Helsinki Kumpula","2021","2","26","17:00","3.5","87"
"Helsinki Kumpula","2021","2","26","18:00","3.2","89"
"Helsinki Kumpula","2021","2","26","19:00","3.2","90"
"Helsinki Kumpula","2021","2","26","20:00","3.1","90"
"Helsinki Kumpula","2021","2","26","21:00","3.6","86"
"Helsinki Kumpula","2021","2","26","22:00","3.4","87"
"Helsinki Kumpula","2021","2","26","23:00","3.3","86"
"Helsinki Kumpula","2021","2","27","00:00","3","85"
"Helsinki Kumpula","2021","2","27","01:00","2.8","83"
"Helsinki Kumpula","2021","2","27","02:00","2.2","85"
"Helsinki Kumpula","2021","2","27","03:00","1.8","85"
"Helsinki Kumpula","2021","2","27","04:00","1.6","85"
"Helsinki Kumpula","2021","2","27","05:00","1.2","85"
"Helsinki Kumpula","2021","2","27","06:00","0.8","84"
"Helsinki Kumpula","2021","2","27","07:00","0.5","83"
"Helsinki Kumpula","2021","2","27","08:00","0.3","82"
"Helsinki Kumpula","2021","2","27","09:00","0.7","79"
"Helsinki Kumpula","2021","2","27","10:00","1.6","73"
"Helsinki Kumpula","2021","2","27","11:00","2.3","71"
"Helsinki Kumpula","2021","2","27","12:00","3","68"
"Helsinki Kumpula","2021","2","27","13:00","3.8","64"
"Helsinki Kumpula","2021","2","27","14:00","4.4","60"
"Helsinki Kumpula","2021","2","27","15:00","5","54"
"Helsinki Kumpula","2021","2","27","16:00","5.3","53"
"Helsinki Kumpula","2021","2","27","17:00","4.7","54"
"Helsinki Kumpula","2021","2","27","18:00","3","64"
"Helsinki Kumpula","2021","2","27","19:00","2.1","68"
"Helsinki Kumpula","2021","2","27","20:00","1.9","71"
"Helsinki Kumpula","2021","2","27","21:00","2.1","72"
"Helsinki Kumpula","2021","2","27","22:00","1.7","76"
"Helsinki Kumpula","2021","2","27","23:00","0.8","93"
"Helsinki Kumpula","2021","2","28","00:00","0.8","94"
"Helsinki Kumpula","2021","2","28","01:00","0.8","94"
"Helsinki Kumpula","2021","2","28","02:00","1","94"
"Helsinki Kumpula","2021","2","28","03:00","1.3","93"
