"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]"
"Helsinki Kumpula","2022","3","1","12:00","3.3","3.6","3.2","76","7.1"
"Helsinki Kumpula","2022","3","1","13:00","3.7","3.8","3.4","75","6.4"
"Helsinki Kumpula","2022","3","1","14:00","3.5","3.7","3.1","76","6.3"
"Helsinki Kumpula","2022","3","1","15:00","2.7","3","2.2","79","6.3"
"Helsinki Kumpula","2022","3","1","16:00","1.9","2.3","1.5","82","6.9"
"Helsinki Kumpula","2022","3","1","17:00","1.3","1.6","1.2","83","6.7"
"Helsinki Kumpula","2022","3","1","18:00","1.2","1.4","1.1","82","6.9"
"Helsinki Kumpula","2022","3","1","19:00","1","1.3","0.8","86","6.6"
"Helsinki Kumpula","2022","3","1","20:00","1","1.2","0.8","90","6.3"
"Helsinki Kumpula","2022","3","1","21:00","1","1.2","0.8","90","6.2"
"Helsinki Kumpula","2022","3","1","22:00","0.8","1.1","0.4","91","5"
"Helsinki Kumpula","2022","3","1","23:00","0.5","0.7","0.2","92","5"
"Helsinki Kumpula","2022","3","2","00:00","0.5","0.7","0.3","93","5.3"
"Helsinki Kumpula","2022","3","2","01:00","0.7","0.9","0.5","93","4.6"
"Helsinki Kumpula","2022","3","2","02:00","1","1.1","0.8","94","4.9"
"Helsinki Kumpula","2022","3","2","03:00","1.1","1.2","1","94","4.6"
"Helsinki Kumpula","2022","3","2","04:00","1.1","1.2","1","94","5"
"Helsinki Kumpula","2022","3","2","05:00","1.1","1.1","1","94","4.1"
"Helsinki Kumpula","2022","3","2","06:00","1","1.1","1","95","3.7"
"Helsinki Kumpula","2022","3","2","07:00","1.1","1.3","1","94","3.8"
"Helsinki Kumpula","2022","3","2","08:00","1.4","1.7","1.2","86","4.7"
"Helsinki Kumpula","2022","3","2","09:00","1.8","2.1","1.7","81","4.4"
"Helsinki Kumpula","2022","3","2","10:00","2.2","2.4","2.1","81","4.3"
"Helsinki Kumpula","2022","3","2","11:00","2.4","2.8","2.1","81","4.5"
"Helsinki Kumpula","2022","3","2","12:00","2.2","2.7","2","83","4.1"
"Helsinki Kumpula","2022","3","2","13:00","2.5","2.9","2.1","81","4.2"
"Helsinki Kumpula","2022","3","2","14:00","1.9","2.2","1.8","85","4.6"
"Helsinki Kumpula","2022","3","2","15:00","1.6","2","1.1","86","4.6"
"Helsinki Kumpula","2022","3","2","16:00","0.6","1","0.3","91","4.3"
"Helsinki Kumpula","2022","3","2","17:00","-0.1","0.3","-0.5","93","5.1"
"Helsinki Kumpula","2022","3","2","18:00","-0.1","0","-0.2","95","5"
"Helsinki Kumpula","2022","3","2","19:00","-0.1","0","-0.2","95","4.7"
"Helsinki Kumpula","2022","3","2","20:00","-0.6","-0.2","-0.9","94","4.3"
"Helsinki Kumpula","2022","3","2","21:00","-1.1","-0.8","-1.5","95","3.7"
"Helsinki Kumpula","2022","3","2","22:00","-1.6","-1.2","-1.8","96","3.1"
"Helsinki Kumpula","2022","3","2","23:00","-1.5","-1.2","-1.8","95","3.7"
"Helsinki Kumpula","2022","3","3","00:00","-1.5","-1.3","-1.8","93","4.8"
"Helsinki Kumpula","2022","3","3","01:00","-1.9","-1.6","-2.2","93","4.3"
"Helsinki Kumpula","2022","3","3","02:00","-2.3","-1.8","-2.7","94","4"
"Helsinki Kumpula","2022","3","3","03:00","-3.1","-2.5","-3.6","95","3.8"
"Helsinki Kumpula","2022","3","3","04:00","-3","-2.7","-3.4","97","3.5"
"Helsinki Kumpula","2022","3","3","05:00","-2.2","-1.8","-2.7","95","2.6"
"Helsinki Kumpula","2022","3","3","06:00","-1.6","-1","-2","93","3.4"
"Helsinki Kumpula","2022","3","3","07:00","-0.9","-0.7","-1.1","88","4"
"Helsinki Kumpula","2022","3","3","08:00","-0.2","0.8","-0.7","84","3"
"Helsinki Kumpula","2022","3","3","09:00","1.3","1.9","0.7","77","3.8"
"Helsinki Kumpula","2022","3","3","10:00","2.4","3","2","73","3.5"
"Helsinki Kumpula","2022","3","3","11:00","3.6","4","3.1","65","3.6"
"Helsinki Kumpula","2022","3","3","12:00","4.3","4.8","3.8","59","5.2"
"Helsinki Kumpula","2022","3","3","13:00","4.7","5.1","4.5","53","5.4"
"Helsinki Kumpula","2022","3","3","14:00","4.6","4.8","4.4","52","5.1"
"Helsinki Kumpula","2022","3","3","15:00","4","4.5","3.5","54","5"
"Helsinki Kumpula","2022","3","3","16:00","3","3.5","2.4","53","4.3"
"Helsinki Kumpula","2022","3","3","17:00","1.8","2.5","1.2","56","3.5"
"Helsinki Kumpula","2022","3","3","18:00","0.9","1.2","0.4","58","3.7"
"Helsinki Kumpula","2022","3","3","19:00","0.1","0.5","-0.3","58","4.7"
"Helsinki Kumpula","2022","3","3","20:00","-0.6","-0.2","-0.9","58","4.4"
"Helsinki Kumpula","2022","3","3","21:00","-1.2","-0.9","-1.4","58","4.5"
"Helsinki Kumpula","2022","3","3","22:00","-1.6","-1.4","-2","59","4.6"
"Helsinki Kumpula","2022","3","3","23:00","-2.3","-2","-2.5","62","4.1"
"Helsinki Kumpula","2022","3","4","00:00","-2.9","-2.5","-3.2","65","3.9"
"Helsinki Kumpula","2022","3","4","01:00","-3.4","-3.2","-3.6","67","4.1"
"Helsinki Kumpula","2022","3","4","02:00","-3.8","-3.6","-4","68","4"
"Helsinki Kumpula","2022","3","4","03:00","-4.2","-4","-4.4","70","3.8"
"Helsinki Kumpula","2022","3","4","04:00","-4.6","-4.4","-4.8","71","4.3"
"Helsinki Kumpula","2022","3","4","05:00","-5.1","-4.7","-5.5","73","3.8"
"Helsinki Kumpula","2022","3","4","06:00","-5.4","-5.1","-5.6","74","3.7"
"Helsinki Kumpula","2022","3","4","07:00","-4.5","-3.7","-5.2","69","4"
"Helsinki Kumpula","2022","3","4","08:00","-2.9","-1.9","-3.7","62","3.4"
"Helsinki Kumpula","2022","3","4","09:00","-1.8","-1.1","-2.3","58","3.2"
"Helsinki Kumpula","2022","3","4","10:00","-0.6","-0.1","-1.2","52","2.9"
"Helsinki Kumpula","2022","3","4","11:00","0.4","1.1","-0.1","49","3.3"
"Helsinki Kumpula","2022","3","4","12:00","1","1.3","0.8","48","3.7"
"Helsinki Kumpula","2022","3","4","13:00","1.5","1.9","1.1","48","3.9"
"Helsinki Kumpula","2022","3","4","14:00","1.6","1.8","1.4","49","3.6"
"Helsinki Kumpula","2022","3","4","15:00","1.5","1.7","1.3","50","3.5"
"Helsinki Kumpula","2022","3","4","16:00","0.9","1.3","-0.1","53","2.4"
"Helsinki Kumpula","2022","3","4","17:00","-0.9","-0.1","-1.6","60","2.4"
"Helsinki Kumpula","2022","3","4","18:00","-1.4","-0.9","-1.8","64","2.7"
"Helsinki Kumpula","2022","3","4","19:00","-2.2","-1.7","-2.8","67","2.7"
"Helsinki Kumpula","2022","3","4","20:00","-2.4","-2.2","-2.6","64","3"
"Helsinki Kumpula","2022","3","4","21:00","-3.4","-2.5","-3.9","68","2.9"
"Helsinki Kumpula","2022","3","4","22:00","-4.5","-3.8","-5.7","74","2.7"
"Helsinki Kumpula","2022","3","4","23:00","-5.6","-5.2","-6","79","1.6"
"Helsinki Kumpula","2022","3","5","00:00","-5.9","-5.5","-6.7","82","2.3"
"Helsinki Kumpula","2022","3","5","01:00","-7.2","-6.7","-7.4","89","1.9"
"Helsinki Kumpula","2022","3","5","02:00","-7.5","-7.3","-7.8","90","1.1"
"Helsinki Kumpula","2022","3","5","03:00","-7.8","-7.1","-8.4","90","1.2"
"Helsinki Kumpula","2022","3","5","04:00","-8.1","-7.5","-8.5","92","1"
"Helsinki Kumpula","2022","3","5","05:00","-8.5","-8","-8.9","92","1.1"
"Helsinki Kumpula","2022","3","5","06:00","-8.6","-7.7","-8.9","91","0.9"
"Helsinki Kumpula","2022","3","5","07:00","-6.2","-4.7","-7.6","83","2.1"
"Helsinki Kumpula","2022","3","5","08:00","-2.7","-0.5","-4.6","72","1.9"
"Helsinki Kumpula","2022","3","5","09:00","-0.3","0.1","-0.7","68","2.6"
"Helsinki Kumpula","2022","3","5","10:00","0.1","0.3","-0.2","75","3.8"
"Helsinki Kumpula","2022","3","5","11:00","0.6","1.4","0.3","77","4.7"
"Helsinki Kumpula","2022","3","5","12:00","1.3","1.4","1.1","80","6.1"
"Helsinki Kumpula","2022","3","5","13:00","1.2","1.5","1.1","82","6.6"
"Helsinki Kumpula","2022","3","5","14:00","1.1","1.3","1","83","6.4"
"Helsinki Kumpula","2022","3","5","15:00","0.8","1.1","0.4","79","5.8"
"Helsinki Kumpula","2022","3","5","16:00","0","0.5","-0.5","75","6.2"
"Helsinki Kumpula","2022","3","5","17:00","-0.8","-0.6","-1","81","5.7"
"Helsinki Kumpula","2022","3","5","18:00","-0.9","-0.6","-1.1","83","5.6"
"Helsinki Kumpula","2022","3","5","19:00","-1.2","-0.9","-1.6","84","5.2"
"Helsinki Kumpula","2022","3","5","20:00","-1.6","-1.4","-2","86","5"
"Helsinki Kumpula","2022","3","5","21:00","-1.8","-1.5","-2.1","87","4.1"
"Helsinki Kumpula","2022","3","5","22:00","-2","-1.7","-2.3","88","4.3"
"Helsinki Kumpula","2022","3","5","23:00","-2.1","-1.8","-2.5","89","5.5"
"Helsinki Kumpula","2022","3","6","00:00","-2.4","-2.1","-2.6","88","5.5"
"Helsinki Kumpula","2022","3","6","01:00","-2.9","-2.6","-3.2","88","5"
"Helsinki Kumpula","2022","3","6","02:00","-3.1","-2.9","-3.4","88","5.3"
"Helsinki Kumpula","2022","3","6","03:00","-3.3","-3.1","-3.4","88","6"
"Helsinki Kumpula","2022","3","6","04:00","-3.2","-3.1","-3.4","89","6.2"
"Helsinki Kumpula","2022","3","6","05:00","-3.1","-2.8","-3.5","90","4.8"
"Helsinki Kumpula","2022","3","6","06:00","-2.9","-2.7","-3.1","90","4.6"
"Helsinki Kumpula","2022","3","6","07:00","-2.6","-1.6","-3.1","89","5"
"Helsinki Kumpula","2022","3","6","08:00","-0.7","0.1","-1.6","81","4.7"
"Helsinki Kumpula","2022","3","6","09:00","0.9","1.6","0.1","74","4.6"
"Helsinki Kumpula","2022","3","6","10:00","1.8","2.3","1.4","71","6.3"
"Helsinki Kumpula","2022","3","6","11:00","2.8","3.2","2.3","67","5.3"
"Helsinki Kumpula","2022","3","6","12:00","3.7","4.1","3.3","62","6"
"Helsinki Kumpula","2022","3","6","13:00","4.3","4.7","4","55","7.2"
"Helsinki Kumpula","2022","3","6","14:00","4.4","4.6","4.1","57","6.8"
"Helsinki Kumpula","2022","3","6","15:00","3.9","4.3","3.4","61","6.5"
"Helsinki Kumpula","2022","3","6","16:00","2.8","3.5","2.2","66","6.7"
"Helsinki Kumpula","2022","3","6","17:00","2","2.4","1.6","70","7.5"
"Helsinki Kumpula","2022","3","6","18:00","1.4","1.7","0.9","73","4.5"
"Helsinki Kumpula","2022","3","6","19:00","0.8","1.1","0.5","77","3.9"
"Helsinki Kumpula","2022","3","6","20:00","0.6","0.8","0.2","79","3.6"
"Helsinki Kumpula","2022","3","6","21:00","0.6","0.9","0.1","80","5.1"
"Helsinki Kumpula","2022","3","6","22:00","-0.2","0.2","-0.5","84","4.6"
"Helsinki Kumpula","2022","3","6","23:00","-0.3","-0.1","-0.4","89","3.7"
"Helsinki Kumpula","2022","3","7","00:00","-0.5","-0.3","-0.8","93","2.3"
"Helsinki Kumpula","2022","3","7","01:00","0.2","0.4","-0.4","90","3.4"
"Helsinki Kumpula","2022","3","7","02:00","-0.1","0.2","-0.4","86","3.5"
"Helsinki Kumpula","2022","3","7","03:00","-0.4","0.1","-0.8","80","3.9"
"Helsinki Kumpula","2022","3","7","04:00","0.1","0.2","0","77","3.5"
"Helsinki Kumpula","2022","3","7","05:00","0","0.1","-0.2","80","2.9"
"Helsinki Kumpula","2022","3","7","06:00","0","0.2","-0.1","78","3.5"
"Helsinki Kumpula","2022","3","7","07:00","0.1","0.2","0","75","3.6"
"Helsinki Kumpula","2022","3","7","08:00","0.2","0.5","0","72","4.2"
"Helsinki Kumpula","2022","3","7","09:00","0.5","0.9","0.3","70","4.3"
"Helsinki Kumpula","2022","3","7","10:00","0.8","1.1","0.6","68","4.5"
"Helsinki Kumpula","2022","3","7","11:00","1","1.2","0.8","67","3.1"
"Helsinki Kumpula","2022","3","7","12:00","1","1.2","0.7","68","3.2"
"Helsinki Kumpula","2022","3","7","13:00","0.8","1","0.6","67","3.1"
"Helsinki Kumpula","2022","3","7","14:00","0.5","0.8","0.2","68","2.5"
"Helsinki Kumpula","2022","3","7","15:00","-0.2","0.2","-0.5","70","2.9"
"Helsinki Kumpula","2022","3","7","16:00","-1","-0.5","-1.3","71","3.1"
"Helsinki Kumpula","2022","3","7","17:00","-1.5","-1.3","-1.8","73","3.4"
"Helsinki Kumpula","2022","3","7","18:00","-2.2","-1.8","-2.7","73","3.8"
"Helsinki Kumpula","2022","3","7","19:00","-2.7","-2.6","-2.9","71","3.6"
"Helsinki Kumpula","2022","3","7","20:00","-3","-2.9","-3","70","3.2"
"Helsinki Kumpula","2022","3","7","21:00","-3","-3","-3.1","69","4"
"Helsinki Kumpula","2022","3","7","22:00","-2.9","-2.9","-3","70","4.1"
"Helsinki Kumpula","2022","3","7","23:00","-3","-3","-3","74","4.9"
"Helsinki Kumpula","2022","3","8","00:00","-3","-2.9","-3","74","5.5"
"Helsinki Kumpula","2022","3","8","01:00","-2.9","-2.9","-3.1","74","5.3"
"Helsinki Kumpula","2022","3","8","02:00","-3.2","-3","-3.5","76","4.8"
"Helsinki Kumpula","2022","3","8","03:00","-3.7","-3.5","-3.9","83","4.5"
"Helsinki Kumpula","2022","3","8","04:00","-3.8","-3.7","-3.9","87","4.8"
"Helsinki Kumpula","2022","3","8","05:00","-3.7","-3.7","-3.8","88","5.4"
"Helsinki Kumpula","2022","3","8","06:00","-3.5","-3.3","-3.7","91","5.3"
"Helsinki Kumpula","2022","3","8","07:00","-3.2","-3","-3.3","93","5.3"
"Helsinki Kumpula","2022","3","8","08:00","-2.9","-2.7","-3","93","5.5"
"Helsinki Kumpula","2022","3","8","09:00","-2.8","-2.7","-3","92","5.4"
"Helsinki Kumpula","2022","3","8","10:00","-2.7","-2.5","-2.9","92","5.6"
"Helsinki Kumpula","2022","3","8","11:00","-2.5","-2.2","-2.7","92","5"
"Helsinki Kumpula","2022","3","8","12:00","-2.2","-2","-2.5","91","4.8"
"Helsinki Kumpula","2022","3","8","13:00","-2.1","-1.9","-2.2","92","4.6"
"Helsinki Kumpula","2022","3","8","14:00","-2.1","-2","-2.2","94","4.2"
"Helsinki Kumpula","2022","3","8","15:00","-2.2","-1.9","-2.3","94","4.9"
"Helsinki Kumpula","2022","3","8","16:00","-2.4","-2.3","-2.4","94","4.3"
"Helsinki Kumpula","2022","3","8","17:00","-2.4","-2.3","-2.4","94","4.1"
"Helsinki Kumpula","2022","3","8","18:00","-2.4","-2.3","-2.5","94","4.8"
"Helsinki Kumpula","2022","3","8","19:00","-2.6","-2.5","-2.7","94","5.2"
"Helsinki Kumpula","2022","3","8","20:00","-2.7","-2.6","-2.8","93","3.9"
"Helsinki Kumpula","2022","3","8","21:00","-2.7","-2.7","-2.8","93","3.3"
"Helsinki Kumpula","2022","3","8","22:00","-2.8","-2.8","-2.9","94","2.8"
"Helsinki Kumpula","2022","3","8","23:00","-2.8","-2.7","-2.8","92","3.3"
"Helsinki Kumpula","2022","3","9","00:00","-2.9","-2.8","-3","93","4"
"Helsinki Kumpula","2022","3","9","01:00","-3.1","-3","-3.2","92","3.9"
"Helsinki Kumpula","2022","3","9","02:00","-3.3","-3.2","-3.4","91","3.7"
"Helsinki Kumpula","2022","3","9","03:00","-3.5","-3.3","-3.6","94","3.5"
"Helsinki Kumpula","2022","3","9","04:00","-3.6","-3.5","-3.6","96","3.5"
"Helsinki Kumpula","2022","3","9","05:00","-3.6","-3.6","-3.7","96","3.4"
"Helsinki Kumpula","2022","3","9","06:00","-3.7","-3.6","-3.8","96","4"
"Helsinki Kumpula","2022","3","9","07:00","-3.6","-3.4","-3.7","95","4.2"
"Helsinki Kumpula","2022","3","9","08:00","-3.2","-3.1","-3.4","93","3.8"
"Helsinki Kumpula","2022","3","9","09:00","-2.7","-2.6","-3.1","85","4.8"
"Helsinki Kumpula","2022","3","9","10:00","-2.5","-2.2","-2.7","78","6.6"
"Helsinki Kumpula","2022","3","9","11:00","-2","-1.8","-2.2","71","6.9"
"Helsinki Kumpula","2022","3","9","12:00","-2","-1.8","-2.2","66","6.2"
"Helsinki Kumpula","2022","3","9","13:00","-1.9","-1.7","-2.1","63","6.3"
"Helsinki Kumpula","2022","3","9","14:00","-2.1","-1.9","-2.3","60","5.3"
"Helsinki Kumpula","2022","3","9","15:00","-2.5","-2.2","-2.8","62","5.2"
"Helsinki Kumpula","2022","3","9","16:00","-3.1","-2.9","-3.5","62","4.7"
"Helsinki Kumpula","2022","3","9","17:00","-4.1","-3.5","-4.6","64","3.4"
"Helsinki Kumpula","2022","3","9","18:00","-4.7","-4.3","-5.1","68","3.9"
"Helsinki Kumpula","2022","3","9","19:00","-4.6","-4.3","-4.8","69","3.7"
"Helsinki Kumpula","2022","3","9","20:00","-4.3","-4","-4.5","70","4.1"
"Helsinki Kumpula","2022","3","9","21:00","-4.2","-3.7","-4.8","70","3.6"
"Helsinki Kumpula","2022","3","9","22:00","-3.6","-3.2","-4.3","59","3.9"
"Helsinki Kumpula","2022","3","9","23:00","-3.6","-3.3","-3.8","54","3.7"
"Helsinki Kumpula","2022","3","10","00:00","-3.6","-3.3","-4","50","4.6"
"Helsinki Kumpula","2022","3","10","01:00","-3.4","-3","-3.8","47","4.9"
"Helsinki Kumpula","2022","3","10","02:00","-3.7","-3.3","-4","51","4.7"
"Helsinki Kumpula","2022","3","10","03:00","-3.8","-3.3","-4.2","54","4.5"
"Helsinki Kumpula","2022","3","10","04:00","-3.9","-3.5","-4.1","61","4.7"
"Helsinki Kumpula","2022","3","10","05:00","-3.4","-3","-3.7","59","5.5"
"Helsinki Kumpula","2022","3","10","06:00","-3.2","-2.9","-3.6","65","5.5"
"Helsinki Kumpula","2022","3","10","07:00","-2.5","-2.1","-3","69","6.2"
"Helsinki Kumpula","2022","3","10","08:00","-1.6","-1","-2","70","6"
"Helsinki Kumpula","2022","3","10","09:00","-0.6","-0.3","-1.1","70","5.9"
"Helsinki Kumpula","2022","3","10","10:00","-0.2","0","-0.4","71","6.3"
"Helsinki Kumpula","2022","3","10","11:00","0.2","0.5","0","72","6.1"
"Helsinki Kumpula","2022","3","10","12:00","0.8","0.9","0.4","67","5.8"
"Helsinki Kumpula","2022","3","10","13:00","0.9","1.2","0.6","68","6.1"
"Helsinki Kumpula","2022","3","10","14:00","0.5","0.7","0.3","72","5.5"
"Helsinki Kumpula","2022","3","10","15:00","0.1","0.3","-0.1","73","6.8"
"Helsinki Kumpula","2022","3","10","16:00","-0.4","0","-0.9","73","7"
"Helsinki Kumpula","2022","3","10","17:00","-0.9","-0.7","-1.1","74","5.6"
"Helsinki Kumpula","2022","3","10","18:00","-0.8","-0.7","-1","76","5.5"
"Helsinki Kumpula","2022","3","10","19:00","-0.6","-0.5","-0.8","77","5.5"
"Helsinki Kumpula","2022","3","10","20:00","-0.6","-0.4","-0.8","80","5.4"
"Helsinki Kumpula","2022","3","10","21:00","-0.3","-0.1","-0.5","82","5.8"
"Helsinki Kumpula","2022","3","10","22:00","0","0.2","-0.2","85","6.1"
"Helsinki Kumpula","2022","3","10","23:00","0.2","0.3","0","85","6.1"
"Helsinki Kumpula","2022","3","11","00:00","0.3","0.4","0.1","83","5.8"
"Helsinki Kumpula","2022","3","11","01:00","0.5","0.6","0.4","82","5.6"
"Helsinki Kumpula","2022","3","11","02:00","0.6","0.7","0.6","83","5.3"
"Helsinki Kumpula","2022","3","11","03:00","0.6","0.7","0.4","85","5.1"
"Helsinki Kumpula","2022","3","11","04:00","0.3","0.4","0.1","85","4.9"
"Helsinki Kumpula","2022","3","11","05:00","0","0.2","-0.2","86","5.4"
"Helsinki Kumpula","2022","3","11","06:00","0","0.1","-0.2","87","6.6"
"Helsinki Kumpula","2022","3","11","07:00","0.4","0.7","0.1","86","5.3"
"Helsinki Kumpula","2022","3","11","08:00","1.1","1.5","0.7","84","5.6"
"Helsinki Kumpula","2022","3","11","09:00","1.9","2.3","1.5","81","6.2"
"Helsinki Kumpula","2022","3","11","10:00","2.7","3.2","2.2","76","6.8"
"Helsinki Kumpula","2022","3","11","11:00","3.5","4.1","3","71","6.2"
"Helsinki Kumpula","2022","3","11","12:00","4.4","4.7","4","65","5.8"
"Helsinki Kumpula","2022","3","11","13:00","4.7","5","4.4","63","5.4"
"Helsinki Kumpula","2022","3","11","14:00","4.8","5.2","4.2","62","5"
"Helsinki Kumpula","2022","3","11","15:00","3.4","4.2","2.9","67","5.8"
"Helsinki Kumpula","2022","3","11","16:00","2.4","2.8","1.8","73","4.8"
"Helsinki Kumpula","2022","3","11","17:00","1.5","1.9","1.1","77","4.3"
"Helsinki Kumpula","2022","3","11","18:00","1","1.2","0.5","80","3.4"
"Helsinki Kumpula","2022","3","11","19:00","-0.1","0.5","-0.3","85","2.6"
"Helsinki Kumpula","2022","3","11","20:00","0.1","0.3","-0.2","85","2.3"
"Helsinki Kumpula","2022","3","11","21:00","0","0.2","-0.3","86","3"
"Helsinki Kumpula","2022","3","11","22:00","-0.3","-0.2","-0.4","88","3.2"
"Helsinki Kumpula","2022","3","11","23:00","-0.4","-0.3","-0.5","88","2.8"
"Helsinki Kumpula","2022","3","12","00:00","-0.5","-0.3","-0.7","89","1.9"
"Helsinki Kumpula","2022","3","12","01:00","-0.8","-0.5","-1.1","90","2"
"Helsinki Kumpula","2022","3","12","02:00","-1.1","-0.9","-1.4","91","2"
"Helsinki Kumpula","2022","3","12","03:00","-1.5","-1.3","-1.8","93","2.5"
"Helsinki Kumpula","2022","3","12","04:00","-2","-1.5","-2.2","94","2.5"
"Helsinki Kumpula","2022","3","12","05:00","-2.4","-1.9","-2.8","96","2"
"Helsinki Kumpula","2022","3","12","06:00","-2.1","-1.4","-2.5","97","1.8"
"Helsinki Kumpula","2022","3","12","07:00","0.4","1.7","-1.3","85","1.1"
"Helsinki Kumpula","2022","3","12","08:00","2.4","4","1.6","73","1"
"Helsinki Kumpula","2022","3","12","09:00","4.3","4.8","3.5","64","1.7"
"Helsinki Kumpula","2022","3","12","10:00","4.4","4.8","4","65","2"
"Helsinki Kumpula","2022","3","12","11:00","4.8","4.9","4.6","64","2.3"
"Helsinki Kumpula","2022","3","12","12:00","5.2","5.6","4.7","64","2.2"
"Helsinki Kumpula","2022","3","12","13:00","6.1","6.5","5.8","60","1.9"
"Helsinki Kumpula","2022","3","12","14:00","5.9","6.2","5.6","61","1.9"
"Helsinki Kumpula","2022","3","12","15:00","5.6","6.1","4.9","62","2.2"
"Helsinki Kumpula","2022","3","12","16:00","4.1","4.8","3.3","68","2.2"
"Helsinki Kumpula","2022","3","12","17:00","2.7","3.3","2.1","73","1.6"
"Helsinki Kumpula","2022","3","12","18:00","1.9","2.2","1.5","75","1.6"
"Helsinki Kumpula","2022","3","12","19:00","1.9","2.2","1.4","72","2.2"
"Helsinki Kumpula","2022","3","12","20:00","-0.2","1.4","-0.9","85","1.5"
"Helsinki Kumpula","2022","3","12","21:00","-1.2","-0.9","-1.5","92","1.7"
"Helsinki Kumpula","2022","3","12","22:00","-1.2","-0.3","-1.8","87","2"
"Helsinki Kumpula","2022","3","12","23:00","-2","-1.4","-2.4","92","1.4"
"Helsinki Kumpula","2022","3","13","00:00","-1.8","-1.3","-2.5","94","1.8"
"Helsinki Kumpula","2022","3","13","01:00","-1.9","-1.5","-2.6","94","1.9"
"Helsinki Kumpula","2022","3","13","02:00","-2.5","-2.2","-2.9","97","1.6"
"Helsinki Kumpula","2022","3","13","03:00","-2.8","-2.5","-3","96","2"
"Helsinki Kumpula","2022","3","13","04:00","-3.5","-2.5","-4.2","95","1.4"
"Helsinki Kumpula","2022","3","13","05:00","-4.4","-4.1","-4.8","97","1.1"
"Helsinki Kumpula","2022","3","13","06:00","-4.2","-3.5","-4.6","97","1"
"Helsinki Kumpula","2022","3","13","07:00","-2.2","-0.8","-3.5","94","1.2"
"Helsinki Kumpula","2022","3","13","08:00","-0.2","0.5","-1.4","82","1.5"
"Helsinki Kumpula","2022","3","13","09:00","1.1","2.1","0.3","71","1.9"
"Helsinki Kumpula","2022","3","13","10:00","3.1","4.2","2.2","57","3.8"
"Helsinki Kumpula","2022","3","13","11:00","5.1","6","4.2","51","2.4"
"Helsinki Kumpula","2022","3","13","12:00","6.8","7.2","6.1","48","2.2"
"Helsinki Kumpula","2022","3","13","13:00","6.9","7.5","6.5","52","2"
"Helsinki Kumpula","2022","3","13","14:00","6.3","7","5.3","58","2.1"
"Helsinki Kumpula","2022","3","13","15:00","6.4","6.7","5.8","57","1.6"
"Helsinki Kumpula","2022","3","13","16:00","4.6","5.7","3.9","64","3.1"
"Helsinki Kumpula","2022","3","13","17:00","4.4","4.9","3.9","60","4.6"
"Helsinki Kumpula","2022","3","13","18:00","4.8","5","4.5","46","5.2"
"Helsinki Kumpula","2022","3","13","19:00","4.6","4.9","4.2","43","4.9"
"Helsinki Kumpula","2022","3","13","20:00","3.5","4.2","2.7","48","4.8"
"Helsinki Kumpula","2022","3","13","21:00","1.9","2.7","1.5","54","4.2"
"Helsinki Kumpula","2022","3","13","22:00","1.1","1.6","0.7","57","4.2"
"Helsinki Kumpula","2022","3","13","23:00","0.8","1.2","0.3","55","3.7"
"Helsinki Kumpula","2022","3","14","00:00","0.7","0.9","0.5","54","2.9"
"Helsinki Kumpula","2022","3","14","01:00","0.3","0.6","0","55","3"
"Helsinki Kumpula","2022","3","14","02:00","-0.4","0","-0.7","56","2.8"
"Helsinki Kumpula","2022","3","14","03:00","-0.8","-0.4","-1.1","57","3.5"
"Helsinki Kumpula","2022","3","14","04:00","-1.4","-0.9","-1.9","59","2.9"
"Helsinki Kumpula","2022","3","14","05:00","-1.7","-1.2","-2.1","61","3.1"
"Helsinki Kumpula","2022","3","14","06:00","-1.2","0","-1.7","61","2.9"
"Helsinki Kumpula","2022","3","14","07:00","2","3.5","0.1","51","1.4"
"Helsinki Kumpula","2022","3","14","08:00","4.3","5.3","3.4","43","1.2"
"Helsinki Kumpula","2022","3","14","09:00","6.2","7","5.1","39","1.7"
"Helsinki Kumpula","2022","3","14","10:00","7.8","8.4","6.9","35","2.2"
"Helsinki Kumpula","2022","3","14","11:00","9","9.7","8.3","32","2.7"
"Helsinki Kumpula","2022","3","14","12:00","9.7","10","9.4","30","3"
"Helsinki Kumpula","2022","3","14","13:00","10.1","10.5","9.7","30","3"
"Helsinki Kumpula","2022","3","14","14:00","9.6","10.2","8.6","33","3.7"
"Helsinki Kumpula","2022","3","14","15:00","8.3","8.9","7.7","39","2.9"
"Helsinki Kumpula","2022","3","14","16:00","7.2","7.8","6.6","43","2.5"
"Helsinki Kumpula","2022","3","14","17:00","5.7","6.7","5.1","48","3.1"
"Helsinki Kumpula","2022","3","14","18:00","4.7","5.1","4.2","51","3.3"
"Helsinki Kumpula","2022","3","14","19:00","3.7","4.3","3.1","50","4"
"Helsinki Kumpula","2022","3","14","20:00","2.8","3.3","2.1","49","4.7"
"Helsinki Kumpula","2022","3","14","21:00","1.8","2.5","1.2","46","4.1"
"Helsinki Kumpula","2022","3","14","22:00","0.8","1.5","0.1","45","3.3"
"Helsinki Kumpula","2022","3","14","23:00","-0.5","0.3","-1.3","47","3.4"
"Helsinki Kumpula","2022","3","15","00:00","-0.9","0.1","-1.6","52","4.1"
