date,Year,Month,Day,Time [UTC],Average temperature [°C],Maximum temperature [°C],Minimum temperature [°C],Average relative humidity [%],Wind speed [m/s],Maximum wind speed [m/s],hour,minute
2022-03-13 20:00:00,2022,3,13,20:00,3.5,4.2,2.7,48,4.8,,20,0
2022-03-13 21:00:00,2022,3,13,21:00,1.9,2.7,1.5,54,4.2,,21,0
2022-03-13 22:00:00,2022,3,13,22:00,1.1,1.6,0.7,57,4.2,,22,0
2022-03-13 23:00:00,2022,3,13,23:00,0.8,1.2,0.3,55,3.7,,23,0
2022-03-14 00:00:00,2022,3,14,00:00,0.7,0.9,0.5,54,2.9,,0,0
2022-03-14 01:00:00,2022,3,14,01:00,0.3,0.6,0.0,55,3,,1,0
2022-03-14 02:00:00,2022,3,14,02:00,-0.4,0.0,-0.7,56,2.8,,2,0
2022-03-14 03:00:00,2022,3,14,03:00,-0.8,-0.4,-1.1,57,3.5,,3,0
2022-03-14 04:00:00,2022,3,14,04:00,-1.4,-0.9,-1.9,59,2.9,,4,0
2022-03-14 05:00:00,2022,3,14,05:00,-1.7,-1.2,-2.1,61,3.1,,5,0
2022-03-14 06:00:00,2022,3,14,06:00,-1.2,0.0,-1.7,61,2.9,,6,0
2022-03-14 07:00:00,2022,3,14,07:00,2.0,3.5,0.1,51,1.4,,7,0
2022-03-14 08:00:00,2022,3,14,08:00,4.3,5.3,3.4,43,1.2,,8,0
2022-03-14 09:00:00,2022,3,14,09:00,6.2,7.0,5.1,39,1.7,,9,0
2022-03-14 10:00:00,2022,3,14,10:00,7.8,8.4,6.9,35,2.2,,10,0
2022-03-14 11:00:00,2022,3,14,11:00,9.0,9.7,8.3,32,2.7,,11,0
2022-03-14 12:00:00,2022,3,14,12:00,9.7,10.0,9.4,30,3,,12,0
2022-03-14 13:00:00,2022,3,14,13:00,10.1,10.5,9.7,30,3,,13,0
2022-03-14 14:00:00,2022,3,14,14:00,9.6,10.2,8.6,33,3.7,,14,0
2022-03-14 15:00:00,2022,3,14,15:00,8.3,8.9,7.7,39,2.9,,15,0
2022-03-14 16:00:00,2022,3,14,16:00,7.2,7.8,6.6,43,2.5,,16,0
2022-03-14 17:00:00,2022,3,14,17:00,5.7,6.7,5.1,48,3.1,,17,0
2022-03-14 18:00:00,2022,3,14,18:00,4.7,5.1,4.2,51,3.3,,18,0
2022-03-14 19:00:00,2022,3,14,19:00,3.7,4.3,3.1,50,4,,19,0
2022-03-14 20:00:00,2022,3,14,20:00,2.8,3.3,2.1,49,4.7,,20,0
2022-03-14 21:00:00,2022,3,14,21:00,1.8,2.5,1.2,46,4.1,,21,0
2022-03-14 22:00:00,2022,3,14,22:00,0.8,1.5,0.1,45,3.3,,22,0
2022-03-14 23:00:00,2022,3,14,23:00,-0.5,0.3,-1.3,47,3.4,,23,0
2022-03-15 00:00:00,2022,3,15,00:00,-0.9,0.1,-1.6,52,4.1,,0,0
2022-03-15 01:00:00,2022,3,15,01:00,-2.3,-1.6,-3.1,58,3.1,,1,0
2022-03-15 02:00:00,2022,3,15,02:00,-2.8,-2.0,-3.4,60,2.5,,2,0
2022-03-15 03:00:00,2022,3,15,03:00,-3.4,-3.1,-3.6,61,1.9,,3,0
2022-03-15 04:00:00,2022,3,15,04:00,-3.4,-3.1,-3.7,59,2.4,,4,0
2022-03-15 05:00:00,2022,3,15,05:00,-3.9,-3.0,-4.5,64,2.3,,5,0
2022-03-15 06:00:00,2022,3,15,06:00,-3.1,-1.5,-4.5,67,2.2,,6,0
2022-03-15 07:00:00,2022,3,15,07:00,-0.1,1.0,-1.4,69,2.2,,7,0
2022-03-15 08:00:00,2022,3,15,08:00,2.0,2.9,1.1,69,1.6,,8,0
2022-03-15 09:00:00,2022,3,15,09:00,3.8,5.0,2.9,66,1.8,,9,0
2022-03-15 10:00:00,2022,3,15,10:00,6.0,6.8,5.1,56,1.6,,10,0
2022-03-15 11:00:00,2022,3,15,11:00,7.4,7.8,6.7,48,1.8,,11,0
2022-03-15 12:00:00,2022,3,15,12:00,7.4,8.0,6.8,54,2,,12,0
2022-03-15 13:00:00,2022,3,15,13:00,7.5,8.4,6.9,52,2.1,,13,0
2022-03-15 14:00:00,2022,3,15,14:00,7.1,8.6,6.3,59,1.2,,14,0
2022-03-15 15:00:00,2022,3,15,15:00,6.5,7.6,5.6,62,1.4,,15,0
2022-03-15 16:00:00,2022,3,15,16:00,4.6,5.5,3.5,70,1.3,,16,0
2022-03-15 17:00:00,2022,3,15,17:00,2.6,3.5,1.6,77,1.1,,17,0
2022-03-15 18:00:00,2022,3,15,18:00,1.2,1.6,0.7,84,1.1,,18,0
2022-03-15 19:00:00,2022,3,15,19:00,0.2,0.7,-0.1,87,1.5,,19,0
2022-03-15 20:00:00,2022,3,15,20:00,-0.3,0.3,-0.6,87,2.9,,20,0
2022-03-15 21:00:00,2022,3,15,21:00,-0.7,-0.3,-1.4,89,2.8,,21,0
2022-03-15 22:00:00,2022,3,15,22:00,-1.4,-0.8,-1.9,92,2.6,,22,0
2022-03-15 23:00:00,2022,3,15,23:00,-1.8,-1.1,-2.5,94,2.7,,23,0
2022-03-16 00:00:00,2022,3,16,00:00,-2.6,-2.3,-2.9,96,2.4,,0,0
2022-03-16 01:00:00,2022,3,16,01:00,-3.0,-2.5,-3.5,96,2.5,,1,0
2022-03-16 02:00:00,2022,3,16,02:00,-3.6,-2.7,-4.0,96,3,,2,0
2022-03-16 03:00:00,2022,3,16,03:00,-2.6,-2.4,-2.9,94,3.2,,3,0
2022-03-16 04:00:00,2022,3,16,04:00,-2.6,-2.4,-3.0,93,2.9,,4,0
2022-03-16 05:00:00,2022,3,16,05:00,-3.0,-2.7,-3.4,93,3.1,,5,0
2022-03-16 06:00:00,2022,3,16,06:00,-2.3,-1.5,-2.7,92,3.4,,6,0
2022-03-16 07:00:00,2022,3,16,07:00,-0.5,0.7,-1.5,80,3,,7,0
2022-03-16 08:00:00,2022,3,16,08:00,1.6,2.5,0.8,68,2.8,,8,0
2022-03-16 09:00:00,2022,3,16,09:00,2.8,3.2,2.4,64,3.4,,9,0
2022-03-16 10:00:00,2022,3,16,10:00,3.4,3.9,3.0,59,3.1,,10,0
2022-03-16 11:00:00,2022,3,16,11:00,3.9,4.3,3.6,55,3.1,,11,0
2022-03-16 12:00:00,2022,3,16,12:00,4.8,5.4,4.3,45,2.7,,12,0
2022-03-16 13:00:00,2022,3,16,13:00,5.5,6.1,4.9,41,2.9,,13,0
2022-03-16 14:00:00,2022,3,16,14:00,4.9,5.2,4.6,45,2.5,,14,0
2022-03-16 15:00:00,2022,3,16,15:00,4.3,4.8,3.8,47,3,,15,0
2022-03-16 16:00:00,2022,3,16,16:00,3.0,3.7,2.4,55,2.7,,16,0
2022-03-16 17:00:00,2022,3,16,17:00,1.4,2.4,0.5,68,3.4,,17,0
2022-03-16 18:00:00,2022,3,16,18:00,0.5,0.8,0.2,73,3.3,,18,0
2022-03-16 19:00:00,2022,3,16,19:00,-0.2,0.2,-0.6,78,2.9,,19,0
2022-03-16 20:00:00,2022,3,16,20:00,-0.8,-0.6,-1.0,82,2.7,,20,0
2022-03-16 21:00:00,2022,3,16,21:00,-1.0,-0.7,-1.5,82,3,,21,0
2022-03-16 22:00:00,2022,3,16,22:00,-1.5,-0.7,-2.0,85,2.6,,22,0
2022-03-16 23:00:00,2022,3,16,23:00,-2.4,-1.8,-2.9,89,2.8,,23,0
2022-03-17 00:00:00,2022,3,17,00:00,-2.6,-2.2,-3.0,91,2.5,,0,0
2022-03-17 01:00:00,2022,3,17,01:00,-3.2,-2.7,-3.6,93,2.7,,1,0
2022-03-17 02:00:00,2022,3,17,02:00,-2.9,-2.4,-3.4,92,2.3,,2,0
2022-03-17 03:00:00,2022,3,17,03:00,-3.3,-3.0,-4.1,95,2.1,,3,0
2022-03-17 04:00:00,2022,3,17,04:00,-4.3,-3.9,-4.5,95,2.7,,4,0
2022-03-17 05:00:00,2022,3,17,05:00,-3.8,-3.2,-4.2,95,-,,5,0
2022-03-17 06:00:00,2022,3,17,06:00,-3.4,-2.7,-3.8,94,2.5,,6,0
2022-03-17 07:00:00,2022,3,17,07:00,-0.6,0.8,-2.6,84,2.1,,7,0
2022-03-17 08:00:00,2022,3,17,08:00,2.4,3.2,0.8,73,1.3,,8,0
2022-03-17 09:00:00,2022,3,17,09:00,4.3,5.7,3.2,64,1.7,,9,0
2022-03-17 10:00:00,2022,3,17,10:00,5.8,6.1,5.3,59,2.1,,10,0
2022-03-17 11:00:00,2022,3,17,11:00,6.0,6.2,5.6,53,2.4,,11,0
2022-03-17 12:00:00,2022,3,17,12:00,6.7,7.1,6.2,50,2.3,,12,0
2022-03-17 13:00:00,2022,3,17,13:00,6.8,7.5,6.1,51,2.2,,13,0
2022-03-17 14:00:00,2022,3,17,14:00,6.6,6.8,6.4,48,2.7,,14,0
2022-03-17 15:00:00,2022,3,17,15:00,6.3,6.6,5.9,50,2.3,,15,0
2022-03-17 16:00:00,2022,3,17,16:00,4.8,6.0,3.5,57,2.1,,16,0
2022-03-17 17:00:00,2022,3,17,17:00,2.3,3.5,1.7,66,3,,17,0
2022-03-17 18:00:00,2022,3,17,18:00,1.3,1.7,0.8,72,2.8,,18,0
2022-03-17 19:00:00,2022,3,17,19:00,0.7,1.3,0.3,76,2.5,,19,0
2022-03-17 20:00:00,2022,3,17,20:00,0.9,1.2,0.6,76,2.7,,20,0
2022-03-17 21:00:00,2022,3,17,21:00,1.0,2.1,0.1,75,3.3,,21,0
2022-03-17 22:00:00,2022,3,17,22:00,2.3,2.7,1.8,64,4.4,,22,0
2022-03-17 23:00:00,2022,3,17,23:00,1.9,2.2,1.7,64,3.4,,23,0
2022-03-18 00:00:00,2022,3,18,00:00,1.4,1.8,1.0,66,4.2,,0,0
2022-03-18 01:00:00,2022,3,18,01:00,1.2,1.5,0.9,62,4.2,,1,0
2022-03-18 02:00:00,2022,3,18,02:00,0.9,1.1,0.6,62,4.4,,2,0
2022-03-18 03:00:00,2022,3,18,03:00,0.4,0.7,0.2,66,4,,3,0
2022-03-18 04:00:00,2022,3,18,04:00,0.3,0.6,0.1,66,4,,4,0
2022-03-18 05:00:00,2022,3,18,05:00,0.0,0.3,-0.2,68,4.2,,5,0
2022-03-18 06:00:00,2022,3,18,06:00,0.3,0.8,-0.1,67,4.1,,6,0
2022-03-18 07:00:00,2022,3,18,07:00,1.2,1.7,0.7,62,4.8,,7,0
2022-03-18 08:00:00,2022,3,18,08:00,2.1,2.6,1.5,61,4,,8,0
2022-03-18 09:00:00,2022,3,18,09:00,2.5,2.8,2.2,60,5.2,,9,0
2022-03-18 10:00:00,2022,3,18,10:00,3.1,3.8,2.5,59,5.3,,10,0
2022-03-18 11:00:00,2022,3,18,11:00,3.8,4.2,3.4,59,5.1,,11,0
2022-03-18 12:00:00,2022,3,18,12:00,4.6,5.0,4.1,58,5.4,,12,0
2022-03-18 13:00:00,2022,3,18,13:00,4.8,5.2,4.2,59,4.8,,13,0
2022-03-18 14:00:00,2022,3,18,14:00,3.6,4.3,3.2,69,4.2,,14,0
2022-03-18 15:00:00,2022,3,18,15:00,3.3,3.5,3.2,75,5.3,,15,0
2022-03-18 16:00:00,2022,3,18,16:00,3.0,3.4,2.8,77,5.1,,16,0
2022-03-18 17:00:00,2022,3,18,17:00,3.1,3.4,2.8,78,5.8,,17,0
2022-03-18 18:00:00,2022,3,18,18:00,2.6,2.8,2.3,87,6.2,,18,0
2022-03-18 19:00:00,2022,3,18,19:00,2.3,2.5,2.0,91,4.2,,19,0
2022-03-18 20:00:00,2022,3,18,20:00,2.1,2.3,1.9,95,4.1,,20,0
2022-03-18 21:00:00,2022,3,18,21:00,2.0,2.1,1.9,96,3.8,,21,0
2022-03-18 22:00:00,2022,3,18,22:00,1.9,2.1,1.7,96,3,,22,0
2022-03-18 23:00:00,2022,3,18,23:00,1.7,1.9,1.6,96,2.6,,23,0
2022-03-19 00:00:00,2022,3,19,00:00,1.7,1.9,1.6,96,2.8,,0,0
2022-03-19 01:00:00,2022,3,19,01:00,1.7,1.9,1.6,96,2.2,,1,0
2022-03-19 02:00:00,2022,3,19,02:00,1.8,2.0,1.6,96,2.2,,2,0
2022-03-19 03:00:00,2022,3,19,03:00,2.3,2.5,2.0,95,2.5,,3,0
2022-03-19 04:00:00,2022,3,19,04:00,2.0,2.3,1.9,94,3.6,,4,0
2022-03-19 05:00:00,2022,3,19,05:00,1.8,1.9,1.7,92,2.9,,5,0
2022-03-19 06:00:00,2022,3,19,06:00,1.9,2.1,1.8,89,2.4,,6,0
2022-03-19 07:00:00,2022,3,19,07:00,2.1,2.2,2.0,86,1.5,,7,0
2022-03-19 08:00:00,2022,3,19,08:00,2.5,2.9,2.1,83,1.8,,8,0
2022-03-19 09:00:00,2022,3,19,09:00,3.3,3.8,2.6,78,2.4,,9,0
2022-03-19 10:00:00,2022,3,19,10:00,4.0,4.2,3.8,75,2.8,,10,0
2022-03-19 11:00:00,2022,3,19,11:00,4.2,4.7,3.8,75,2.9,,11,0
2022-03-19 12:00:00,2022,3,19,12:00,4.9,5.4,4.3,72,2.9,,12,0
2022-03-19 13:00:00,2022,3,19,13:00,5.5,6.2,5.1,69,3.3,,13,0
2022-03-19 14:00:00,2022,3,19,14:00,4.0,5.5,3.2,75,4.1,,14,0
2022-03-19 15:00:00,2022,3,19,15:00,2.7,3.3,1.7,81,4.2,,15,0
2022-03-19 16:00:00,2022,3,19,16:00,1.5,1.7,1.3,86,4.1,,16,0
2022-03-19 17:00:00,2022,3,19,17:00,0.8,1.6,0.4,87,4.4,,17,0
2022-03-19 18:00:00,2022,3,19,18:00,0.2,0.4,-0.1,88,4.7,,18,0
2022-03-19 19:00:00,2022,3,19,19:00,0.3,0.6,0.0,84,5.5,,19,0
2022-03-19 20:00:00,2022,3,19,20:00,0.4,0.7,0.1,81,4.8,,20,0
2022-03-19 21:00:00,2022,3,19,21:00,0.9,1.2,0.6,78,5,,21,0
2022-03-19 22:00:00,2022,3,19,22:00,0.4,1.0,0.0,82,4.3,,22,0
2022-03-19 23:00:00,2022,3,19,23:00,0.6,0.9,0.3,83,5.1,,23,0
2022-03-20 00:00:00,2022,3,20,00:00,0.8,1.1,0.6,82,6.2,,0,0
2022-03-20 01:00:00,2022,3,20,01:00,0.7,1.0,0.1,83,6.3,,1,0
2022-03-20 02:00:00,2022,3,20,02:00,0.1,0.4,-0.3,86,5.3,,2,0
2022-03-20 03:00:00,2022,3,20,03:00,-0.5,-0.3,-0.6,89,4.1,,3,0
2022-03-20 04:00:00,2022,3,20,04:00,-0.6,-0.4,-0.9,89,4,,4,0
2022-03-20 05:00:00,2022,3,20,05:00,-0.6,-0.5,-0.7,88,3.5,,5,0
2022-03-20 06:00:00,2022,3,20,06:00,0.4,1.5,-0.5,84,3.8,,6,0
2022-03-20 07:00:00,2022,3,20,07:00,3.0,4.8,1.6,73,3.2,,7,0
2022-03-20 08:00:00,2022,3,20,08:00,7.1,8.5,5.0,57,3.1,,8,0
2022-03-20 09:00:00,2022,3,20,09:00,9.2,10.2,8.4,49,3.2,,9,0
2022-03-20 10:00:00,2022,3,20,10:00,10.7,11.6,10.0,45,2.6,,10,0
2022-03-20 11:00:00,2022,3,20,11:00,12.1,13.0,11.4,41,2.4,,11,0
2022-03-20 12:00:00,2022,3,20,12:00,12.9,14.0,10.7,41,2.1,,12,0
2022-03-20 13:00:00,2022,3,20,13:00,12.6,14.9,10.9,46,1,,13,0
2022-03-20 14:00:00,2022,3,20,14:00,13.1,14.4,12.0,44,2.1,,14,0
2022-03-20 15:00:00,2022,3,20,15:00,13.6,14.4,13.0,38,3,,15,0
2022-03-20 16:00:00,2022,3,20,16:00,12.1,13.1,11.2,41,3.3,,16,0
2022-03-20 17:00:00,2022,3,20,17:00,9.9,11.1,8.3,47,3.9,,17,0
2022-03-20 18:00:00,2022,3,20,18:00,7.6,8.5,6.9,54,4,,18,0
2022-03-20 19:00:00,2022,3,20,19:00,6.7,7.0,6.4,58,3.8,,19,0
2022-03-20 20:00:00,2022,3,20,20:00,5.8,6.3,5.4,61,3.8,,20,0
2022-03-20 21:00:00,2022,3,20,21:00,4.9,5.9,3.8,65,4.1,,21,0
2022-03-20 22:00:00,2022,3,20,22:00,3.8,4.1,3.4,69,3.9,,22,0
2022-03-20 23:00:00,2022,3,20,23:00,3.4,3.7,3.1,69,3.1,,23,0
2022-03-21 00:00:00,2022,3,21,00:00,2.8,3.2,2.3,70,2.3,,0,0
2022-03-21 01:00:00,2022,3,21,01:00,2.0,2.8,1.6,73,2.8,,1,0
2022-03-21 02:00:00,2022,3,21,02:00,1.4,1.9,0.3,76,3.2,,2,0
2022-03-21 03:00:00,2022,3,21,03:00,0.8,1.4,0.3,78,3.5,,3,0
2022-03-21 04:00:00,2022,3,21,04:00,0.6,0.9,0.4,79,4.4,,4,0
2022-03-21 05:00:00,2022,3,21,05:00,0.7,0.9,0.4,78,4.2,,5,0
2022-03-21 06:00:00,2022,3,21,06:00,1.9,4.4,0.7,73,2.6,,6,0
2022-03-21 07:00:00,2022,3,21,07:00,6.1,7.5,4.3,56,1.6,,7,0
2022-03-21 08:00:00,2022,3,21,08:00,8.8,9.4,7.5,45,2,,8,0
2022-03-21 09:00:00,2022,3,21,09:00,9.9,10.4,9.4,42,2.4,,9,0
2022-03-21 10:00:00,2022,3,21,10:00,10.7,11.3,10.2,37,5.2,,10,0
2022-03-21 11:00:00,2022,3,21,11:00,11.1,11.4,10.8,26,6.3,,11,0
2022-03-21 12:00:00,2022,3,21,12:00,11.2,11.4,10.7,22,6.1,,12,0
2022-03-21 13:00:00,2022,3,21,13:00,9.8,11.2,9.2,40,4,,13,0
2022-03-21 14:00:00,2022,3,21,14:00,8.3,9.2,7.5,52,4.8,,14,0
2022-03-21 15:00:00,2022,3,21,15:00,7.0,7.4,6.7,60,4.7,,15,0
2022-03-21 16:00:00,2022,3,21,16:00,6.1,6.8,5.5,62,4.6,,16,0
2022-03-21 17:00:00,2022,3,21,17:00,4.7,5.6,4.1,69,4.4,,17,0
2022-03-21 18:00:00,2022,3,21,18:00,3.7,4.2,3.3,74,4.4,,18,0
2022-03-21 19:00:00,2022,3,21,19:00,3.7,4.0,3.1,74,4.7,,19,0
2022-03-21 20:00:00,2022,3,21,20:00,3.3,3.6,3.1,74,5.6,,20,0
2022-03-21 21:00:00,2022,3,21,21:00,2.8,3.5,2.0,71,4.8,,21,0
2022-03-21 22:00:00,2022,3,21,22:00,1.7,2.0,1.3,73,4.2,,22,0
2022-03-21 23:00:00,2022,3,21,23:00,1.1,1.5,0.6,76,4.9,,23,0
2022-03-22 00:00:00,2022,3,22,00:00,0.3,0.9,-0.4,80,4.3,,0,0
2022-03-22 01:00:00,2022,3,22,01:00,-0.5,-0.3,-0.8,84,4.1,,1,0
2022-03-22 02:00:00,2022,3,22,02:00,-0.7,-0.4,-0.9,86,4.7,,2,0
2022-03-22 03:00:00,2022,3,22,03:00,-1.0,-0.4,-1.4,88,4.1,,3,0
2022-03-22 04:00:00,2022,3,22,04:00,-1.6,-1.4,-1.8,91,3,,4,0
2022-03-22 05:00:00,2022,3,22,05:00,-1.4,-0.8,-1.7,91,3.3,,5,0
2022-03-22 06:00:00,2022,3,22,06:00,-0.3,0.5,-0.9,88,3.1,,6,0
2022-03-22 07:00:00,2022,3,22,07:00,1.3,2.2,0.5,84,4.6,,7,0
2022-03-22 08:00:00,2022,3,22,08:00,3.3,4.0,2.3,76,2.7,,8,0
2022-03-22 09:00:00,2022,3,22,09:00,4.6,5.2,4.0,69,2.9,,9,0
2022-03-22 10:00:00,2022,3,22,10:00,5.8,6.4,5.2,60,4.1,,10,0
2022-03-22 11:00:00,2022,3,22,11:00,6.5,6.9,6.2,56,5.2,,11,0
2022-03-22 12:00:00,2022,3,22,12:00,7.3,7.8,6.8,53,4.2,,12,0
2022-03-22 13:00:00,2022,3,22,13:00,7.5,7.7,7.1,55,3.8,,13,0
2022-03-22 14:00:00,2022,3,22,14:00,7.0,7.2,6.7,55,4.7,,14,0
2022-03-22 15:00:00,2022,3,22,15:00,6.2,6.8,5.5,55,4.7,,15,0
2022-03-22 16:00:00,2022,3,22,16:00,5.0,5.7,4.3,60,5.2,,16,0
2022-03-22 17:00:00,2022,3,22,17:00,3.8,4.5,2.8,63,3.9,,17,0
2022-03-22 18:00:00,2022,3,22,18:00,2.6,3.0,2.1,69,4.5,,18,0
2022-03-22 19:00:00,2022,3,22,19:00,2.1,2.4,1.9,75,5.1,,19,0
2022-03-22 20:00:00,2022,3,22,20:00,2.1,2.5,1.7,72,5.6,,20,0
2022-03-22 21:00:00,2022,3,22,21:00,1.7,1.9,1.4,77,4.1,,21,0
2022-03-22 22:00:00,2022,3,22,22:00,1.5,1.8,1.0,81,3.7,,22,0
2022-03-22 23:00:00,2022,3,22,23:00,1.6,1.9,1.2,82,4.7,,23,0
2022-03-23 00:00:00,2022,3,23,00:00,1.2,1.4,0.9,85,4.5,,0,0
2022-03-23 01:00:00,2022,3,23,01:00,0.8,1.1,0.7,89,3.6,,1,0
2022-03-23 02:00:00,2022,3,23,02:00,0.6,0.8,0.4,92,2.7,,2,0
2022-03-23 03:00:00,2022,3,23,03:00,0.3,0.7,0.0,94,3.4,,3,0
2022-03-23 04:00:00,2022,3,23,04:00,0.1,0.3,-0.2,96,4.4,,4,0
2022-03-23 05:00:00,2022,3,23,05:00,-0.2,-0.1,-0.3,97,3.9,,5,0
2022-03-23 06:00:00,2022,3,23,06:00,0.4,1.0,-0.2,94,2.4,,6,0
2022-03-23 07:00:00,2022,3,23,07:00,1.2,1.3,0.9,89,3.5,,7,0
2022-03-23 08:00:00,2022,3,23,08:00,1.8,2.3,1.3,84,3,,8,0
2022-03-23 09:00:00,2022,3,23,09:00,3.1,3.8,2.3,76,1.9,,9,0
2022-03-23 10:00:00,2022,3,23,10:00,4.1,4.5,3.5,71,2.5,,10,0
2022-03-23 11:00:00,2022,3,23,11:00,5.0,5.6,4.4,66,3.2,,11,0
2022-03-23 12:00:00,2022,3,23,12:00,6.1,6.6,5.5,60,2.9,,12,0
2022-03-23 13:00:00,2022,3,23,13:00,6.8,6.9,6.5,55,3,,13,0
2022-03-23 14:00:00,2022,3,23,14:00,6.8,7.1,6.5,54,3.4,,14,0
2022-03-23 15:00:00,2022,3,23,15:00,6.6,7.0,6.2,53,2.5,,15,0
2022-03-23 16:00:00,2022,3,23,16:00,5.9,6.2,5.4,58,2.2,,16,0
2022-03-23 17:00:00,2022,3,23,17:00,4.3,5.3,3.2,67,2.7,,17,0
2022-03-23 18:00:00,2022,3,23,18:00,2.6,3.2,2.1,75,3.5,,18,0
2022-03-23 19:00:00,2022,3,23,19:00,1.6,2.2,1.3,79,3.8,,19,0
2022-03-23 20:00:00,2022,3,23,20:00,0.9,1.3,0.7,81,3.4,,20,0
2022-03-23 21:00:00,2022,3,23,21:00,0.4,0.7,0.2,83,3.8,,21,0
2022-03-23 22:00:00,2022,3,23,22:00,0.2,0.3,0.0,83,3.5,,22,0
2022-03-23 23:00:00,2022,3,23,23:00,0.1,0.4,0.0,85,3.5,,23,0
2022-03-24 00:00:00,2022,3,24,00:00,0.1,0.4,-0.3,86,3.8,,0,0
2022-03-24 01:00:00,2022,3,24,01:00,-0.5,-0.3,-0.8,89,3.9,,1,0
2022-03-24 02:00:00,2022,3,24,02:00,-0.4,0.0,-0.7,89,4.9,,2,0
2022-03-24 03:00:00,2022,3,24,03:00,0.0,0.3,-0.3,88,5.6,,3,0
2022-03-24 04:00:00,2022,3,24,04:00,0.2,0.4,0.0,88,5.6,,4,0
2022-03-24 05:00:00,2022,3,24,05:00,0.4,0.9,-0.2,87,5.9,,5,0
2022-03-24 06:00:00,2022,3,24,06:00,1.3,1.9,0.8,83,5.7,,6,0
2022-03-24 07:00:00,2022,3,24,07:00,2.4,2.9,2.0,79,4.7,,7,0
2022-03-24 08:00:00,2022,3,24,08:00,4.1,5.5,2.8,72,4.8,,8,0
2022-03-24 09:00:00,2022,3,24,09:00,7.0,8.4,5.5,60,4.3,,9,0
2022-03-24 10:00:00,2022,3,24,10:00,9.3,10.2,8.4,51,5.3,,10,0
2022-03-24 11:00:00,2022,3,24,11:00,10.4,10.7,10.1,47,5.6,,11,0
2022-03-24 12:00:00,2022,3,24,12:00,10.5,10.9,9.9,47,5.3,,12,0
2022-03-24 13:00:00,2022,3,24,13:00,10.4,11.0,9.8,53,4.3,,13,0
2022-03-24 14:00:00,2022,3,24,14:00,9.8,10.1,9.5,60,3.7,,14,0
2022-03-24 15:00:00,2022,3,24,15:00,9.5,9.7,9.2,61,2.5,,15,0
2022-03-24 16:00:00,2022,3,24,16:00,8.7,9.6,8.0,65,2.5,,16,0
2022-03-24 17:00:00,2022,3,24,17:00,7.3,8.1,6.7,70,3.7,,17,0
2022-03-24 18:00:00,2022,3,24,18:00,6.7,7.1,6.3,72,4.2,,18,0
2022-03-24 19:00:00,2022,3,24,19:00,6.2,6.5,5.9,75,3.2,,19,0
2022-03-24 20:00:00,2022,3,24,20:00,5.9,6.3,5.7,77,3,,20,0
2022-03-24 21:00:00,2022,3,24,21:00,5.8,6.0,5.6,78,2.9,,21,0
2022-03-24 22:00:00,2022,3,24,22:00,5.7,5.9,5.5,78,2.6,,22,0
2022-03-24 23:00:00,2022,3,24,23:00,5.8,6.1,5.5,78,2.7,,23,0
2022-03-25 00:00:00,2022,3,25,00:00,5.4,5.9,4.9,79,2.3,,0,0
2022-03-25 01:00:00,2022,3,25,01:00,5.0,5.2,4.8,81,2.5,,1,0
2022-03-25 02:00:00,2022,3,25,02:00,4.6,4.8,4.4,84,2.2,,2,0
2022-03-25 03:00:00,2022,3,25,03:00,4.1,4.5,3.8,92,2.2,,3,0
2022-03-25 04:00:00,2022,3,25,04:00,3.4,3.8,3.2,95,1.3,,4,0
2022-03-25 05:00:00,2022,3,25,05:00,3.4,3.6,3.1,96,1.5,,5,0
2022-03-25 06:00:00,2022,3,25,06:00,3.7,3.9,3.5,91,2.5,,6,0
2022-03-25 07:00:00,2022,3,25,07:00,4.0,4.4,3.5,86,4.2,,7,0
2022-03-25 08:00:00,2022,3,25,08:00,3.2,3.9,2.8,85,5.1,,8,0
2022-03-25 09:00:00,2022,3,25,09:00,3.0,3.1,2.8,86,4.4,,9,0
2022-03-25 10:00:00,2022,3,25,10:00,3.0,3.2,2.9,87,5.1,,10,0
2022-03-25 11:00:00,2022,3,25,11:00,3.7,4.7,3.0,86,3.9,,11,0
2022-03-25 12:00:00,2022,3,25,12:00,4.9,5.3,4.6,81,2.6,,12,0
2022-03-25 13:00:00,2022,3,25,13:00,4.6,5.4,4.0,82,3,,13,0
2022-03-25 14:00:00,2022,3,25,14:00,4.4,4.7,4.2,83,4.6,,14,0
2022-03-25 15:00:00,2022,3,25,15:00,4.9,5.7,4.4,81,5.5,,15,0
2022-03-25 16:00:00,2022,3,25,16:00,5.9,6.2,5.6,76,6.3,,16,0
2022-03-25 17:00:00,2022,3,25,17:00,5.9,6.2,5.6,75,6.5,,17,0
2022-03-25 18:00:00,2022,3,25,18:00,5.4,5.7,4.9,77,6.1,,18,0
2022-03-25 19:00:00,2022,3,25,19:00,5.4,5.7,5.0,75,6.4,,19,0
2022-03-25 20:00:00,2022,3,25,20:00,5.7,6.5,5.0,71,7.5,,20,0
2022-03-25 21:00:00,2022,3,25,21:00,5.6,6.0,5.2,68,7.1,,21,0
2022-03-25 22:00:00,2022,3,25,22:00,5.4,5.8,5.0,63,7.2,,22,0
2022-03-25 23:00:00,2022,3,25,23:00,4.7,5.2,4.3,56,7.8,,23,0
2022-03-26 00:00:00,2022,3,26,00:00,3.9,4.4,3.5,56,8.4,,0,0
