date,Year,Month,Day,Time [UTC],Average temperature [°C],Maximum temperature [°C],Minimum temperature [°C],Average relative humidity [%],Wind speed [m/s],Maximum wind speed [m/s],hour,minute
2021-05-14 09:00:00,2021,5,14,09:00,14.0,15.0,13.7,68,4.6,5.7,9,0
2021-05-14 10:00:00,2021,5,14,10:00,15.2,15.7,14.0,64,5.7,7.3,10,0
2021-05-14 11:00:00,2021,5,14,11:00,15.9,16.2,15.4,62,6.8,8.2,11,0
2021-05-14 12:00:00,2021,5,14,12:00,16.1,16.7,15.5,59,7,8.5,12,0
2021-05-14 13:00:00,2021,5,14,13:00,16.7,17.3,16.1,54,6.8,8.6,13,0
2021-05-14 14:00:00,2021,5,14,14:00,16.7,17.1,16.3,53,8.4,10.4,14,0
2021-05-14 15:00:00,2021,5,14,15:00,16.7,17.1,16.4,51,8,10.5,15,0
2021-05-14 16:00:00,2021,5,14,16:00,15.3,16.3,14.6,57,8.2,8.9,16,0
2021-05-14 17:00:00,2021,5,14,17:00,14.5,14.7,14.4,61,7.2,8.5,17,0
2021-05-14 18:00:00,2021,5,14,18:00,14.6,14.8,14.3,60,5.1,7,18,0
2021-05-14 19:00:00,2021,5,14,19:00,14.4,14.5,14.1,63,2.7,3.7,19,0
2021-05-14 20:00:00,2021,5,14,20:00,14.1,14.4,13.6,66,3.4,4.2,20,0
2021-05-14 21:00:00,2021,5,14,21:00,12.9,13.6,12.6,72,3.3,4.4,21,0
2021-05-14 22:00:00,2021,5,14,22:00,12.1,12.6,11.9,76,3,3.7,22,0
2021-05-14 23:00:00,2021,5,14,23:00,12.4,12.6,12.2,77,3.4,4.2,23,0
2021-05-15 00:00:00,2021,5,15,00:00,12.5,12.7,12.3,77,3.5,4.6,0,0
2021-05-15 01:00:00,2021,5,15,01:00,12.2,12.5,12.0,83,3.1,3.7,1,0
2021-05-15 02:00:00,2021,5,15,02:00,11.8,12.1,11.4,84,3.9,4.6,2,0
2021-05-15 03:00:00,2021,5,15,03:00,11.3,11.8,11.1,86,3,4.5,3,0
2021-05-15 04:00:00,2021,5,15,04:00,12.2,12.6,11.8,84,3.5,4.9,4,0
2021-05-15 05:00:00,2021,5,15,05:00,12.8,13.0,12.5,85,3.9,6.2,5,0
2021-05-15 06:00:00,2021,5,15,06:00,13.1,13.6,12.6,84,4.7,6.7,6,0
2021-05-15 07:00:00,2021,5,15,07:00,13.3,13.6,12.8,84,5.2,6.7,7,0
2021-05-15 08:00:00,2021,5,15,08:00,13.1,13.5,12.8,87,5.3,6.1,8,0
2021-05-15 09:00:00,2021,5,15,09:00,13.3,14.1,12.8,83,4.6,5.8,9,0
2021-05-15 10:00:00,2021,5,15,10:00,15.0,15.9,13.9,77,4.8,6.2,10,0
2021-05-15 11:00:00,2021,5,15,11:00,17.0,18.5,15.7,68,4.6,5.2,11,0
2021-05-15 12:00:00,2021,5,15,12:00,18.6,19.1,18.0,61,4.7,5.7,12,0
2021-05-15 13:00:00,2021,5,15,13:00,17.7,18.8,16.9,62,4.3,5.5,13,0
2021-05-15 14:00:00,2021,5,15,14:00,17.1,17.5,16.8,64,2.5,3.6,14,0
2021-05-15 15:00:00,2021,5,15,15:00,17.7,18.0,17.3,60,2.1,3.2,15,0
2021-05-15 16:00:00,2021,5,15,16:00,16.3,17.3,15.4,67,1.7,2.8,16,0
2021-05-15 17:00:00,2021,5,15,17:00,16.7,17.4,16.1,64,1.5,2.9,17,0
2021-05-15 18:00:00,2021,5,15,18:00,15.6,16.1,15.0,69,2.3,3.2,18,0
2021-05-15 19:00:00,2021,5,15,19:00,13.7,15.0,13.0,81,2.9,4,19,0
2021-05-15 20:00:00,2021,5,15,20:00,13.2,13.6,12.9,87,3.2,3.4,20,0
2021-05-15 21:00:00,2021,5,15,21:00,13.4,13.6,13.3,82,4,4.6,21,0
2021-05-15 22:00:00,2021,5,15,22:00,13.5,13.7,13.3,77,4.4,4.8,22,0
2021-05-15 23:00:00,2021,5,15,23:00,13.0,13.3,12.7,74,3.5,4.1,23,0
2021-05-16 00:00:00,2021,5,16,00:00,12.6,12.8,12.3,73,2.5,2.9,0,0
2021-05-16 01:00:00,2021,5,16,01:00,12.1,12.3,11.6,76,2.6,2.9,1,0
2021-05-16 02:00:00,2021,5,16,02:00,10.9,11.6,10.6,81,3.7,4.2,2,0
2021-05-16 03:00:00,2021,5,16,03:00,10.4,10.8,10.1,84,3.5,4.3,3,0
2021-05-16 04:00:00,2021,5,16,04:00,11.1,12.3,10.6,79,3.4,4.4,4,0
2021-05-16 05:00:00,2021,5,16,05:00,13.1,13.9,12.4,69,2.5,3.3,5,0
2021-05-16 06:00:00,2021,5,16,06:00,14.6,15.1,14.0,64,3.2,3.9,6,0
2021-05-16 07:00:00,2021,5,16,07:00,15.8,16.5,15.2,59,3.9,4.8,7,0
2021-05-16 08:00:00,2021,5,16,08:00,16.2,16.6,15.9,57,4.6,5.6,8,0
2021-05-16 09:00:00,2021,5,16,09:00,16.4,16.9,16.2,56,5.5,6.9,9,0
2021-05-16 10:00:00,2021,5,16,10:00,16.3,17.0,15.6,56,6.1,7.4,10,0
2021-05-16 11:00:00,2021,5,16,11:00,15.5,16.3,14.5,59,5,5.8,11,0
2021-05-16 12:00:00,2021,5,16,12:00,14.4,15.0,14.0,63,5.1,5.8,12,0
2021-05-16 13:00:00,2021,5,16,13:00,14.3,15.4,13.6,63,5.6,6.2,13,0
2021-05-16 14:00:00,2021,5,16,14:00,15.2,15.6,14.8,53,5.6,6.3,14,0
2021-05-16 15:00:00,2021,5,16,15:00,15.6,16.7,14.6,51,4.7,5.6,15,0
2021-05-16 16:00:00,2021,5,16,16:00,17.1,17.5,16.6,46,4.5,5.7,16,0
2021-05-16 17:00:00,2021,5,16,17:00,15.9,17.0,14.6,52,3.4,4.5,17,0
2021-05-16 18:00:00,2021,5,16,18:00,14.2,14.6,13.5,58,2.2,2.7,18,0
2021-05-16 19:00:00,2021,5,16,19:00,12.5,13.4,11.8,66,1.5,2.3,19,0
2021-05-16 20:00:00,2021,5,16,20:00,11.0,11.8,10.3,77,1.2,1.8,20,0
2021-05-16 21:00:00,2021,5,16,21:00,9.2,10.4,8.4,85,2.5,3.5,21,0
2021-05-16 22:00:00,2021,5,16,22:00,8.3,8.5,8.2,89,1.9,2.7,22,0
2021-05-16 23:00:00,2021,5,16,23:00,8.6,8.8,8.5,89,1.6,2,23,0
2021-05-17 00:00:00,2021,5,17,00:00,8.8,9.0,8.6,85,2.7,3.3,0,0
2021-05-17 01:00:00,2021,5,17,01:00,9.0,9.0,8.9,82,3.5,4.2,1,0
2021-05-17 02:00:00,2021,5,17,02:00,9.6,10.0,9.1,79,3.8,4.4,2,0
2021-05-17 03:00:00,2021,5,17,03:00,10.7,11.5,10.0,78,4.3,5.1,3,0
2021-05-17 04:00:00,2021,5,17,04:00,12.7,13.7,11.6,74,6.1,7.7,4,0
2021-05-17 05:00:00,2021,5,17,05:00,13.9,14.2,13.7,73,7.3,8.4,5,0
2021-05-17 06:00:00,2021,5,17,06:00,14.0,14.5,13.7,75,6.7,7.4,6,0
2021-05-17 07:00:00,2021,5,17,07:00,14.4,14.7,14.1,74,6.1,7,7,0
2021-05-17 08:00:00,2021,5,17,08:00,14.8,15.2,14.3,73,6.5,7.2,8,0
2021-05-17 09:00:00,2021,5,17,09:00,15.0,15.9,14.6,72,5.6,6.6,9,0
2021-05-17 10:00:00,2021,5,17,10:00,16.7,17.4,15.6,67,7.4,9.4,10,0
2021-05-17 11:00:00,2021,5,17,11:00,14.5,16.5,12.8,79,6.1,9.5,11,0
2021-05-17 12:00:00,2021,5,17,12:00,14.1,15.5,13.1,91,3.1,5,12,0
2021-05-17 13:00:00,2021,5,17,13:00,15.1,15.6,14.3,90,3.9,5.4,13,0
2021-05-17 14:00:00,2021,5,17,14:00,14.2,14.4,13.9,93,3.4,5.1,14,0
2021-05-17 15:00:00,2021,5,17,15:00,14.2,14.4,14.0,94,3.7,4.7,15,0
2021-05-17 16:00:00,2021,5,17,16:00,13.9,14.2,13.6,93,4,4.7,16,0
2021-05-17 17:00:00,2021,5,17,17:00,13.5,13.7,13.2,94,5.2,5.8,17,0
2021-05-17 18:00:00,2021,5,17,18:00,12.1,13.3,11.6,94,2.9,5.3,18,0
2021-05-17 19:00:00,2021,5,17,19:00,11.6,11.7,11.5,97,2.8,3.8,19,0
2021-05-17 20:00:00,2021,5,17,20:00,11.4,11.6,11.0,97,2.5,3.8,20,0
2021-05-17 21:00:00,2021,5,17,21:00,10.6,11.1,10.2,98,1.4,3.1,21,0
2021-05-17 22:00:00,2021,5,17,22:00,10.4,10.5,10.2,99,2.5,3,22,0
2021-05-17 23:00:00,2021,5,17,23:00,10.3,10.7,9.9,99,3.5,4.6,23,0
2021-05-18 00:00:00,2021,5,18,00:00,10.1,10.2,10.0,98,3.3,4.2,0,0
2021-05-18 01:00:00,2021,5,18,01:00,10.0,10.2,9.8,97,2.8,3.4,1,0
2021-05-18 02:00:00,2021,5,18,02:00,9.9,10.0,9.8,97,2.3,2.9,2,0
2021-05-18 03:00:00,2021,5,18,03:00,9.7,9.8,9.7,96,1.7,2.9,3,0
2021-05-18 04:00:00,2021,5,18,04:00,9.7,9.8,9.6,94,1.9,2.5,4,0
2021-05-18 05:00:00,2021,5,18,05:00,10.3,10.7,9.8,91,1.6,2.5,5,0
2021-05-18 06:00:00,2021,5,18,06:00,10.5,10.9,10.3,88,2,3,6,0
2021-05-18 07:00:00,2021,5,18,07:00,11.9,13.3,10.6,84,2.9,3.6,7,0
2021-05-18 08:00:00,2021,5,18,08:00,12.9,13.6,12.7,80,2.7,3.4,8,0
2021-05-18 09:00:00,2021,5,18,09:00,13.1,13.4,12.8,80,2,2.7,9,0
2021-05-18 10:00:00,2021,5,18,10:00,14.0,15.0,13.3,75,2.5,3,10,0
2021-05-18 11:00:00,2021,5,18,11:00,15.1,15.4,14.8,67,3.5,4.3,11,0
2021-05-18 12:00:00,2021,5,18,12:00,15.4,15.7,15.2,60,3.8,4.8,12,0
2021-05-18 13:00:00,2021,5,18,13:00,14.5,15.2,13.7,71,3.3,3.8,13,0
2021-05-18 14:00:00,2021,5,18,14:00,13.7,14.4,13.3,87,3.2,4.1,14,0
2021-05-18 15:00:00,2021,5,18,15:00,14.1,14.4,14.0,81,3.6,4.4,15,0
2021-05-18 16:00:00,2021,5,18,16:00,13.8,13.9,13.4,80,3,4.2,16,0
2021-05-18 17:00:00,2021,5,18,17:00,13.6,13.7,13.4,81,4,4.7,17,0
2021-05-18 18:00:00,2021,5,18,18:00,13.2,14.0,12.7,80,5.1,5.8,18,0
2021-05-18 19:00:00,2021,5,18,19:00,12.7,12.8,12.6,84,4.1,4.5,19,0
2021-05-18 20:00:00,2021,5,18,20:00,12.7,12.8,12.5,87,2.9,4.1,20,0
2021-05-18 21:00:00,2021,5,18,21:00,12.6,12.8,12.6,91,2.6,3.2,21,0
2021-05-18 22:00:00,2021,5,18,22:00,12.8,12.9,12.8,94,2.6,3.4,22,0
2021-05-18 23:00:00,2021,5,18,23:00,12.9,12.9,12.8,96,2.5,3,23,0
2021-05-19 00:00:00,2021,5,19,00:00,13.0,13.0,12.9,97,3,3.5,0,0
2021-05-19 01:00:00,2021,5,19,01:00,13.0,13.1,12.9,98,2,3.5,1,0
2021-05-19 02:00:00,2021,5,19,02:00,12.9,13.1,12.6,98,2.7,3.1,2,0
2021-05-19 03:00:00,2021,5,19,03:00,12.4,12.6,12.3,98,2.8,3.3,3,0
2021-05-19 04:00:00,2021,5,19,04:00,12.5,12.6,12.3,99,1.7,3,4,0
2021-05-19 05:00:00,2021,5,19,05:00,12.5,12.6,12.4,99,1.3,1.8,5,0
2021-05-19 06:00:00,2021,5,19,06:00,11.4,12.4,10.7,98,2.3,3.3,6,0
2021-05-19 07:00:00,2021,5,19,07:00,11.1,11.4,10.7,98,2.1,3.6,7,0
2021-05-19 08:00:00,2021,5,19,08:00,11.3,11.7,11.1,98,1.4,1.6,8,0
2021-05-19 09:00:00,2021,5,19,09:00,12.4,13.2,11.8,95,1.8,2.8,9,0
2021-05-19 10:00:00,2021,5,19,10:00,13.9,15.2,12.5,89,1.1,1.9,10,0
2021-05-19 11:00:00,2021,5,19,11:00,14.5,15.0,13.9,84,2.6,3.2,11,0
2021-05-19 12:00:00,2021,5,19,12:00,13.4,14.3,12.3,84,2.1,3.2,12,0
2021-05-19 13:00:00,2021,5,19,13:00,12.2,12.9,11.6,90,1.7,2.8,13,0
2021-05-19 14:00:00,2021,5,19,14:00,13.3,13.7,12.9,90,2.5,4.1,14,0
2021-05-19 15:00:00,2021,5,19,15:00,13.5,13.8,13.3,92,4.3,5.1,15,0
2021-05-19 16:00:00,2021,5,19,16:00,12.8,13.3,12.3,96,4.8,5.8,16,0
2021-05-19 17:00:00,2021,5,19,17:00,12.1,12.3,11.9,97,5.1,6,17,0
2021-05-19 18:00:00,2021,5,19,18:00,11.6,11.9,11.5,96,4.6,5.6,18,0
2021-05-19 19:00:00,2021,5,19,19:00,11.5,11.5,11.4,93,4.5,5.2,19,0
2021-05-19 20:00:00,2021,5,19,20:00,11.3,11.4,11.1,93,5,5.6,20,0
2021-05-19 21:00:00,2021,5,19,21:00,11.0,11.1,10.8,91,5.4,6.3,21,0
2021-05-19 22:00:00,2021,5,19,22:00,10.6,10.8,10.3,93,4.3,5.3,22,0
2021-05-19 23:00:00,2021,5,19,23:00,10.2,10.3,10.1,96,3.5,4.7,23,0
2021-05-20 00:00:00,2021,5,20,00:00,10.1,10.2,10.0,96,3.1,3.8,0,0
2021-05-20 01:00:00,2021,5,20,01:00,10.0,10.0,9.9,97,3.5,3.8,1,0
2021-05-20 02:00:00,2021,5,20,02:00,10.0,10.1,9.9,96,3.6,4.1,2,0
2021-05-20 03:00:00,2021,5,20,03:00,9.8,10.0,9.6,97,3.7,4.3,3,0
2021-05-20 04:00:00,2021,5,20,04:00,9.5,9.6,9.5,97,3.7,4.3,4,0
2021-05-20 05:00:00,2021,5,20,05:00,9.6,9.9,9.4,96,3.4,3.9,5,0
2021-05-20 06:00:00,2021,5,20,06:00,10.3,10.5,9.9,94,3.5,4.1,6,0
2021-05-20 07:00:00,2021,5,20,07:00,10.7,11.0,10.4,89,3.7,4.8,7,0
2021-05-20 08:00:00,2021,5,20,08:00,11.8,12.9,11.0,83,4,4.7,8,0
2021-05-20 09:00:00,2021,5,20,09:00,14.0,14.7,13.0,70,4.2,4.8,9,0
2021-05-20 10:00:00,2021,5,20,10:00,14.7,15.2,14.4,65,4,5.1,10,0
2021-05-20 11:00:00,2021,5,20,11:00,15.0,15.5,14.6,63,2.5,3.2,11,0
2021-05-20 12:00:00,2021,5,20,12:00,15.7,16.3,15.4,60,2.7,3.6,12,0
2021-05-20 13:00:00,2021,5,20,13:00,16.2,16.7,15.8,56,3.7,4.7,13,0
2021-05-20 14:00:00,2021,5,20,14:00,15.7,16.1,15.4,59,3.6,4.5,14,0
2021-05-20 15:00:00,2021,5,20,15:00,15.1,15.4,14.4,65,2.4,3.4,15,0
2021-05-20 16:00:00,2021,5,20,16:00,13.5,14.2,12.7,83,2.1,2.5,16,0
2021-05-20 17:00:00,2021,5,20,17:00,12.4,12.7,12.3,94,2.2,2.5,17,0
2021-05-20 18:00:00,2021,5,20,18:00,12.1,12.4,11.9,94,2.2,2.5,18,0
2021-05-20 19:00:00,2021,5,20,19:00,11.5,11.9,11.3,95,2.7,3.5,19,0
2021-05-20 20:00:00,2021,5,20,20:00,11.3,11.4,11.2,96,3,3.5,20,0
2021-05-20 21:00:00,2021,5,20,21:00,11.2,11.5,11.0,96,2.5,3.3,21,0
2021-05-20 22:00:00,2021,5,20,22:00,11.0,11.0,10.9,98,3,3.9,22,0
2021-05-20 23:00:00,2021,5,20,23:00,10.7,10.9,10.5,97,3.5,4.5,23,0
2021-05-21 00:00:00,2021,5,21,00:00,10.6,10.7,10.5,97,4.3,5.6,0,0
2021-05-21 01:00:00,2021,5,21,01:00,10.1,10.5,9.9,95,4.6,5.2,1,0
2021-05-21 02:00:00,2021,5,21,02:00,9.7,10.0,9.6,96,4.5,5.7,2,0
2021-05-21 03:00:00,2021,5,21,03:00,9.6,9.7,9.5,97,4.2,4.8,3,0
2021-05-21 04:00:00,2021,5,21,04:00,9.5,9.6,9.3,96,5.3,6.4,4,0
2021-05-21 05:00:00,2021,5,21,05:00,9.2,9.3,9.2,95,6.6,7.3,5,0
2021-05-21 06:00:00,2021,5,21,06:00,9.9,10.1,9.3,93,6.5,7.2,6,0
2021-05-21 07:00:00,2021,5,21,07:00,9.7,10.1,9.6,88,7.1,8.8,7,0
2021-05-21 08:00:00,2021,5,21,08:00,10.3,10.4,10.1,81,8.3,8.9,8,0
2021-05-21 09:00:00,2021,5,21,09:00,10.7,11.1,10.4,81,7.1,8.2,9,0
2021-05-21 10:00:00,2021,5,21,10:00,11.3,11.8,10.9,77,6.9,8.6,10,0
2021-05-21 11:00:00,2021,5,21,11:00,12.0,12.5,11.7,74,7,8.8,11,0
2021-05-21 12:00:00,2021,5,21,12:00,11.9,12.6,11.5,79,5.5,6.2,12,0
2021-05-21 13:00:00,2021,5,21,13:00,12.0,13.1,11.1,77,5.8,8,13,0
2021-05-21 14:00:00,2021,5,21,14:00,13.4,14.3,12.4,68,6.2,8.2,14,0
2021-05-21 15:00:00,2021,5,21,15:00,13.7,14.7,13.2,60,8,9.3,15,0
2021-05-21 16:00:00,2021,5,21,16:00,12.7,13.3,12.2,61,8.8,10.3,16,0
2021-05-21 17:00:00,2021,5,21,17:00,11.4,12.2,10.8,66,7.9,9.4,17,0
2021-05-21 18:00:00,2021,5,21,18:00,10.5,10.8,10.1,72,6.1,8.3,18,0
2021-05-21 19:00:00,2021,5,21,19:00,9.8,10.1,9.4,72,6.5,8.7,19,0
2021-05-21 20:00:00,2021,5,21,20:00,9.2,9.4,8.9,73,6.2,7.4,20,0
2021-05-21 21:00:00,2021,5,21,21:00,8.7,8.9,8.6,76,5.6,7.5,21,0
2021-05-21 22:00:00,2021,5,21,22:00,8.2,8.6,8.0,76,5.6,7.5,22,0
2021-05-21 23:00:00,2021,5,21,23:00,7.9,8.1,7.8,82,5.2,5.5,23,0
2021-05-22 00:00:00,2021,5,22,00:00,7.9,7.9,7.8,87,4.6,5.2,0,0
2021-05-22 01:00:00,2021,5,22,01:00,7.7,7.8,7.6,88,3.8,4.2,1,0
2021-05-22 02:00:00,2021,5,22,02:00,7.7,7.8,7.7,90,4.1,4.7,2,0
2021-05-22 03:00:00,2021,5,22,03:00,7.8,7.9,7.7,93,4.6,5.6,3,0
2021-05-22 04:00:00,2021,5,22,04:00,8.2,8.6,7.7,91,4.8,5.6,4,0
2021-05-22 05:00:00,2021,5,22,05:00,8.5,8.8,8.3,89,5.6,6.7,5,0
2021-05-22 06:00:00,2021,5,22,06:00,9.3,9.8,8.9,87,5.2,6.4,6,0
2021-05-22 07:00:00,2021,5,22,07:00,10.2,10.9,9.7,84,5.6,6.7,7,0
2021-05-22 08:00:00,2021,5,22,08:00,11.8,12.6,10.4,77,5.8,6.8,8,0
2021-05-22 09:00:00,2021,5,22,09:00,12.9,13.4,12.3,70,6.4,7.1,9,0
2021-05-22 10:00:00,2021,5,22,10:00,13.6,14.0,13.3,65,7.3,8.5,10,0
2021-05-22 11:00:00,2021,5,22,11:00,14.3,15.0,13.6,60,7.5,9,11,0
2021-05-22 12:00:00,2021,5,22,12:00,15.2,15.8,14.6,56,7.5,8.6,12,0
2021-05-22 13:00:00,2021,5,22,13:00,15.9,16.3,15.5,54,7.8,9.9,13,0
2021-05-22 14:00:00,2021,5,22,14:00,16.0,16.5,15.6,53,7.5,9,14,0
2021-05-22 15:00:00,2021,5,22,15:00,14.8,16.5,14.0,61,5.6,6.8,15,0
2021-05-22 16:00:00,2021,5,22,16:00,13.8,14.4,13.3,66,5.4,6.8,16,0
2021-05-22 17:00:00,2021,5,22,17:00,13.2,13.9,12.6,67,5.7,6.3,17,0
2021-05-22 18:00:00,2021,5,22,18:00,11.6,13.0,10.4,75,4.6,5.8,18,0
2021-05-22 19:00:00,2021,5,22,19:00,9.8,10.3,9.1,85,3.8,4.4,19,0
2021-05-22 20:00:00,2021,5,22,20:00,8.3,9.0,7.4,92,3.8,4.6,20,0
2021-05-22 21:00:00,2021,5,22,21:00,7.3,7.4,7.2,98,3,4.3,21,0
2021-05-22 22:00:00,2021,5,22,22:00,7.3,7.4,7.3,98,2.7,3.5,22,0
2021-05-22 23:00:00,2021,5,22,23:00,6.9,7.3,6.5,99,3.3,4.1,23,0
2021-05-23 00:00:00,2021,5,23,00:00,6.5,6.6,6.3,99,3,4.5,0,0
2021-05-23 01:00:00,2021,5,23,01:00,6.7,6.8,6.5,99,1.2,1.6,1,0
2021-05-23 02:00:00,2021,5,23,02:00,7.0,7.1,6.8,99,1.1,1.6,2,0
2021-05-23 03:00:00,2021,5,23,03:00,7.0,7.3,6.9,99,1.1,1.8,3,0
2021-05-23 04:00:00,2021,5,23,04:00,7.2,7.4,7.1,97,1.5,2.1,4,0
2021-05-23 05:00:00,2021,5,23,05:00,7.8,8.2,7.4,94,1.4,2,5,0
2021-05-23 06:00:00,2021,5,23,06:00,8.8,9.7,8.1,88,2.1,2.9,6,0
2021-05-23 07:00:00,2021,5,23,07:00,10.3,11.3,9.6,82,1.4,1.9,7,0
2021-05-23 08:00:00,2021,5,23,08:00,11.4,12.0,10.9,78,1.7,2,8,0
2021-05-23 09:00:00,2021,5,23,09:00,12.4,13.1,11.8,73,2.3,3,9,0
2021-05-23 10:00:00,2021,5,23,10:00,13.8,14.5,13.2,64,2.3,3,10,0
2021-05-23 11:00:00,2021,5,23,11:00,14.7,15.1,14.3,59,2.2,2.8,11,0
2021-05-23 12:00:00,2021,5,23,12:00,15.5,15.8,15.0,56,2.2,2.8,12,0
2021-05-23 13:00:00,2021,5,23,13:00,16.2,16.8,15.6,50,2.4,3.4,13,0
2021-05-23 14:00:00,2021,5,23,14:00,14.6,16.1,13.6,63,4.2,5,14,0
2021-05-23 15:00:00,2021,5,23,15:00,13.2,13.7,12.9,74,4.5,5.8,15,0
2021-05-23 16:00:00,2021,5,23,16:00,12.9,13.3,12.5,82,2.6,3.2,16,0
2021-05-23 17:00:00,2021,5,23,17:00,13.3,13.8,13.0,83,2.5,3.1,17,0
2021-05-23 18:00:00,2021,5,23,18:00,14.9,15.5,13.7,64,3.3,3.8,18,0
2021-05-23 19:00:00,2021,5,23,19:00,13.5,14.7,12.6,64,3.2,3.8,19,0
2021-05-23 20:00:00,2021,5,23,20:00,11.4,12.5,10.8,75,3.8,4.7,20,0
2021-05-23 21:00:00,2021,5,23,21:00,10.8,11.0,10.3,79,4.7,5,21,0
2021-05-23 22:00:00,2021,5,23,22:00,10.0,10.3,9.7,84,4.8,5.1,22,0
2021-05-23 23:00:00,2021,5,23,23:00,9.5,10.0,9.2,86,4.7,5.2,23,0
2021-05-24 00:00:00,2021,5,24,00:00,9.0,9.4,8.6,89,4.3,5.1,0,0
2021-05-24 01:00:00,2021,5,24,01:00,8.1,8.6,7.7,92,4,4.4,1,0
2021-05-24 02:00:00,2021,5,24,02:00,7.7,8.1,7.3,92,4.3,4.6,2,0
2021-05-24 03:00:00,2021,5,24,03:00,7.6,8.2,7.2,91,3.4,4.1,3,0
2021-05-24 04:00:00,2021,5,24,04:00,8.8,9.6,8.1,83,3.8,4.7,4,0
2021-05-24 05:00:00,2021,5,24,05:00,10.4,11.1,9.5,75,3.5,4.3,5,0
2021-05-24 06:00:00,2021,5,24,06:00,11.8,12.6,11.0,65,4.2,4.7,6,0
2021-05-24 07:00:00,2021,5,24,07:00,13.3,14.1,12.5,54,4.4,6.1,7,0
2021-05-24 08:00:00,2021,5,24,08:00,14.2,15.1,13.5,49,5.1,6.2,8,0
2021-05-24 09:00:00,2021,5,24,09:00,15.6,16.2,14.8,45,5,6.8,9,0
2021-05-24 10:00:00,2021,5,24,10:00,15.9,16.6,15.1,55,4.9,5.5,10,0
2021-05-24 11:00:00,2021,5,24,11:00,15.8,16.4,15.4,59,6.2,6.6,11,0
2021-05-24 12:00:00,2021,5,24,12:00,15.4,16.1,14.4,60,5.9,6.7,12,0
2021-05-24 13:00:00,2021,5,24,13:00,14.1,15.1,13.4,63,6.3,7,13,0
2021-05-24 14:00:00,2021,5,24,14:00,13.9,16.1,13.3,63,6,7,14,0
2021-05-24 15:00:00,2021,5,24,15:00,14.4,16.1,13.9,59,5.2,6.1,15,0
2021-05-24 16:00:00,2021,5,24,16:00,14.0,14.8,13.6,58,4.9,5.5,16,0
2021-05-24 17:00:00,2021,5,24,17:00,13.2,14.0,12.7,60,4.6,5.9,17,0
2021-05-24 18:00:00,2021,5,24,18:00,12.5,13.1,12.0,66,4.4,4.8,18,0
2021-05-24 19:00:00,2021,5,24,19:00,11.6,12.2,11.2,73,2.6,3.7,19,0
2021-05-24 20:00:00,2021,5,24,20:00,11.2,11.5,11.0,75,2.9,3.8,20,0
2021-05-24 21:00:00,2021,5,24,21:00,10.6,11.4,10.1,75,2.9,4,21,0
2021-05-24 22:00:00,2021,5,24,22:00,9.7,10.2,9.0,80,1.6,2.5,22,0
2021-05-24 23:00:00,2021,5,24,23:00,9.0,9.4,8.6,87,2,2.7,23,0
2021-05-25 00:00:00,2021,5,25,00:00,8.4,9.0,7.8,94,1.8,2.2,0,0
2021-05-25 01:00:00,2021,5,25,01:00,8.0,8.3,7.4,92,2.4,2.9,1,0
2021-05-25 02:00:00,2021,5,25,02:00,7.6,8.1,7.0,92,2,2.3,2,0
2021-05-25 03:00:00,2021,5,25,03:00,8.4,9.4,7.9,88,2.1,2.3,3,0
2021-05-25 04:00:00,2021,5,25,04:00,10.3,11.2,9.5,81,2.8,3.2,4,0
2021-05-25 05:00:00,2021,5,25,05:00,11.6,12.0,11.0,70,4,5.2,5,0
2021-05-25 06:00:00,2021,5,25,06:00,12.0,12.4,11.8,69,5.2,6,6,0
2021-05-25 07:00:00,2021,5,25,07:00,12.3,12.9,11.6,67,5.4,5.8,7,0
2021-05-25 08:00:00,2021,5,25,08:00,12.1,12.4,11.7,68,5.3,6.1,8,0
2021-05-25 09:00:00,2021,5,25,09:00,12.1,13.0,11.5,66,5.4,6.2,9,0
2021-05-25 10:00:00,2021,5,25,10:00,12.3,13.1,11.8,66,5.3,6.1,10,0
2021-05-25 11:00:00,2021,5,25,11:00,12.1,12.8,11.7,66,4.9,6.5,11,0
2021-05-25 12:00:00,2021,5,25,12:00,13.2,13.8,12.7,55,5.3,6.1,12,0
2021-05-25 13:00:00,2021,5,25,13:00,14.0,14.7,13.2,49,6.6,8.8,13,0
2021-05-25 14:00:00,2021,5,25,14:00,14.2,14.4,13.8,51,7.7,9.1,14,0
2021-05-25 15:00:00,2021,5,25,15:00,13.8,14.3,13.3,50,7.7,8.7,15,0
2021-05-25 16:00:00,2021,5,25,16:00,13.1,13.5,12.8,53,6.9,8.6,16,0
2021-05-25 17:00:00,2021,5,25,17:00,12.9,13.3,12.7,53,6,7.1,17,0
2021-05-25 18:00:00,2021,5,25,18:00,12.7,12.8,12.4,57,5.1,6.1,18,0
2021-05-25 19:00:00,2021,5,25,19:00,11.7,12.3,11.3,65,4.8,6,19,0
2021-05-25 20:00:00,2021,5,25,20:00,11.1,11.4,11.0,62,4,5.2,20,0
2021-05-25 21:00:00,2021,5,25,21:00,11.1,11.3,10.9,65,4.3,4.9,21,0
2021-05-25 22:00:00,2021,5,25,22:00,10.8,11.0,10.7,67,4.6,5.6,22,0
2021-05-25 23:00:00,2021,5,25,23:00,11.0,11.3,10.8,73,6.5,8.4,23,0
2021-05-26 00:00:00,2021,5,26,00:00,11.2,11.3,11.1,69,7.6,9.6,0,0
